diameter,albedo,id,name,pha_flag,magnitude_h,eccentricity,semi_major_axis,perihelion,inclination,n,per,per_y,moid_au,class_name,dataset_type,cluster_label
,,54246397,       (2022 CO5),0,26.0,0.4749,1.554,0.816,20.58,0.509,707.0,1.94,0.0132,APO,unmeasured,1
,,3781911,       (2017 SL17),1,22.0,0.6616,2.738,0.927,18.6,0.2175,1660.0,4.53,0.0483,APO,unmeasured,0
,,54278177,       (2022 JS),0,26.02,0.2056,1.218,0.968,8.06,0.733,491.0,1.34,0.00639,APO,unmeasured,2
,,54317203,       (2022 UD3),0,26.04,0.2424,1.244,0.943,8.24,0.7099,507.0,1.39,0.0204,APO,unmeasured,2
,,3467317,       (2009 SJ15),0,23.33,0.2553,1.379,1.027,18.38,0.6088,591.0,1.62,0.0544,AMO,unmeasured,2
,,20614406,614406 (2009 FV4),0,18.67,0.5874,1.779,0.734,45.93,0.4154,867.0,2.37,0.171,APO,unmeasured,1
,,3778065,       (2017 OG1),0,23.2,0.5139,2.156,1.048,7.33,0.3114,1160.0,3.17,0.0302,AMO,unmeasured,0
,,3648729,       (2013 SX24),0,23.5,0.4734,1.99,1.048,12.26,0.3511,1030.0,2.81,0.0851,AMO,unmeasured,0
,,3843594,       (2019 QC1),0,20.55,0.4935,2.41,1.221,21.39,0.2635,1370.0,3.74,0.244,AMO,unmeasured,0
,,54347995,       (2023 EQ2),0,26.1,0.4894,1.913,0.977,1.64,0.3724,967.0,2.65,0.0116,APO,unmeasured,0
,,54542533,       (2025 QB9),0,24.53,0.2475,1.488,1.119,10.63,0.5432,663.0,1.81,0.146,AMO,unmeasured,2
,,20229007,229007 (2003 XF11),0,17.06,0.8484,2.194,0.333,8.66,0.3032,1190.0,3.25,0.126,APO,unmeasured,0
,,54520519,       (2025 DC4),0,25.99,0.2496,1.263,0.948,3.94,0.6941,519.0,1.42,0.0378,APO,unmeasured,2
,,3385164,       (2007 RQ133),0,18.86,0.6518,2.776,0.967,15.5,0.2131,1690.0,4.63,0.201,APO,unmeasured,0
,,54543544,       (2025 QV21),0,27.79,0.3768,1.329,0.828,0.42,0.643,560.0,1.53,0.00477,APO,unmeasured,2
,,54505043,       (2024 XY8),0,24.11,0.3441,1.617,1.06,9.84,0.4795,751.0,2.06,0.0825,AMO,unmeasured,2
,,54246947,       (2022 CP6),0,25.52,0.5291,2.007,0.945,5.65,0.3467,1040.0,2.84,0.00765,APO,unmeasured,0
,,3092389,       (2001 UO),0,24.1,0.6736,2.547,0.832,10.08,0.2424,1480.0,4.07,0.015,APO,unmeasured,0
,,54280221,       (2022 KK2),0,28.42,0.5132,1.2,0.584,3.12,0.7501,480.0,1.31,0.000401,APO,unmeasured,2
,,54552551,       (2025 SZ72),0,21.54,0.4303,1.181,0.673,30.7,0.7682,469.0,1.28,0.315,APO,unmeasured,1
,,3893952,       (2019 XC1),0,22.41,0.3976,1.682,1.013,11.72,0.4516,797.0,2.18,0.0364,APO,unmeasured,2
,,54350427,       (2023 FL1),0,26.02,0.4872,1.867,0.957,1.72,0.3864,932.0,2.55,0.00526,APO,unmeasured,0
,,3028806,       (2000 CO33),1,21.1,0.5647,2.334,1.016,18.21,0.2763,1300.0,3.57,0.0296,APO,unmeasured,0
,,3550076,       (2010 UO7),0,23.7,0.4192,1.898,1.102,1.5,0.3771,955.0,2.61,0.112,AMO,unmeasured,0
,,3720001,       (2015 KU120),0,22.9,0.0451,1.197,1.143,19.34,0.7527,478.0,1.31,0.164,AMO,unmeasured,2
,,54460877,       (2024 NJ3),0,26.9,0.1832,0.9405,0.768,9.08,1.081,333.0,0.912,0.00143,ATE,unmeasured,2
,,54016986,       (2020 JY),0,24.5,0.3013,1.465,1.024,20.27,0.5558,648.0,1.77,0.0115,AMO,unmeasured,2
,,3667091,       (2014 GU34),0,25.69,0.3783,1.6,0.995,5.78,0.4869,739.0,2.02,0.0101,APO,unmeasured,2
,,3842901,       (2019 LG6),1,21.8,0.7373,2.278,0.599,16.9,0.2866,1260.0,3.44,0.0359,APO,unmeasured,0
,,54554908,       (2025 UD8),0,25.5,0.5677,2.479,1.072,3.35,0.2526,1430.0,3.9,0.0791,AMO,unmeasured,0
,,3789671,       (2017 WX14),0,18.15,0.5954,2.532,1.025,26.8,0.2446,1470.0,4.03,0.0737,AMO,unmeasured,1
,,3157340,       (2003 NL7),0,20.3,0.45,2.139,1.176,6.87,0.315,1140.0,3.13,0.163,AMO,unmeasured,0
,,54311851,       (2022 QM151),0,21.8,0.4742,2.152,1.131,5.65,0.3123,1150.0,3.16,0.155,AMO,unmeasured,0
,,54564984,       (2025 XA),0,22.4,0.2423,1.483,1.123,24.53,0.5459,659.0,1.81,0.154,AMO,unmeasured,2
,,3879134,       (2019 TG6),0,21.48,0.2739,1.563,1.135,6.43,0.5042,714.0,1.95,0.15,AMO,unmeasured,2
,,54383296,       (2023 RF11),0,27.48,0.499,1.773,0.888,8.69,0.4174,862.0,2.36,0.00387,APO,unmeasured,0
,,54407409,       (2023 WU1),0,23.58,0.3623,1.274,0.813,24.98,0.6851,525.0,1.44,0.07,APO,unmeasured,2
,,20620103,620103 (2018 LC3),1,18.8,0.548,1.346,0.608,44.36,0.6312,570.0,1.56,0.0483,APO,unmeasured,1
,,54352564,       (2023 FN5),0,23.64,0.4693,1.677,0.89,39.12,0.4537,793.0,2.17,0.0506,APO,unmeasured,1
,,54017648,       (2020 ME3),0,25.9,0.3066,1.486,1.03,3.91,0.5443,661.0,1.81,0.0316,AMO,unmeasured,2
,,54533420,       (2025 KD4),0,24.67,0.1751,0.9581,0.79,6.97,1.051,343.0,0.938,0.0445,ATE,unmeasured,2
,,54105511,       (2021 AO5),0,22.36,0.6422,2.025,0.724,7.13,0.3421,1050.0,2.88,0.00792,APO,unmeasured,0
,,3769812,       (2017 DO34),0,23.64,0.4934,2.068,1.048,8.22,0.3314,1090.0,2.97,0.0827,AMO,unmeasured,0
,,20813064,813064 (2006 JX25),0,20.04,0.4327,2.152,1.221,3.07,0.3122,1150.0,3.16,0.213,AMO,unmeasured,0
,,54534780,       (2025 LC1),0,25.19,0.3557,1.489,0.959,5.16,0.5427,663.0,1.82,0.0259,APO,unmeasured,2
,,3774363,       (2017 HE49),0,23.7,0.1276,1.18,1.029,8.02,0.7689,468.0,1.28,0.0833,AMO,unmeasured,2
,,3842880,       (2019 LE5),0,20.26,0.5368,2.391,1.107,3.9,0.2666,1350.0,3.7,0.122,AMO,unmeasured,0
,,3989294,       (2020 BH13),0,20.0,0.7035,2.424,0.719,13.52,0.2611,1380.0,3.77,0.121,APO,unmeasured,0
,,54340039,       (2023 BN2),0,21.59,0.6437,2.734,0.974,26.62,0.218,1650.0,4.52,0.0981,APO,unmeasured,0
,,54292328,       (2022 OZ3),0,22.99,0.3635,1.418,0.903,13.54,0.5837,617.0,1.69,0.103,APO,unmeasured,2
0.643,0.469,20038086, 38086 Beowulf (1999 JB),0,17.35,0.5662,1.42,0.616,23.67,0.5824,618.0,1.69,0.385,APO,unmeasured,1
,,3599389,       (2012 CP46),0,25.8,0.0694,1.152,1.072,7.35,0.7971,452.0,1.24,0.0868,AMO,unmeasured,2
,,3167363,       (2003 WY87),0,22.3,0.5189,2.416,1.163,9.45,0.2624,1370.0,3.76,0.175,AMO,unmeasured,0
,,54034191,       (2020 NR),0,21.48,0.458,1.219,0.66,12.36,0.7327,491.0,1.35,0.211,APO,unmeasured,2
,,3638239,       (2013 JM7),1,20.71,0.2739,1.211,0.879,4.96,0.7394,487.0,1.33,0.0447,APO,unmeasured,2
,,20673566,673566 (2015 DE200),0,20.25,0.5222,1.189,0.568,18.71,0.7604,473.0,1.3,0.11,APO,unmeasured,2
,,20189630,189630 (2001 LE6),0,17.82,0.6932,1.206,0.37,12.62,0.7442,484.0,1.32,0.126,APO,unmeasured,0
,,3841901,       (2019 JE7),0,24.17,0.5227,2.546,1.215,4.02,0.2427,1480.0,4.06,0.217,AMO,unmeasured,0
,,54522255,       (2025 DN33),0,22.87,0.1932,1.545,1.246,9.49,0.5134,701.0,1.92,0.271,AMO,unmeasured,2
,,3545907,       (2010 RP64),0,27.2,0.5207,2.102,1.008,6.4,0.3234,1110.0,3.05,0.0152,APO,unmeasured,0
,,54423504,       (2024 CA),0,24.25,0.5195,2.478,1.191,3.05,0.2527,1420.0,3.9,0.206,AMO,unmeasured,0
,,3781229,       (2017 QR32),0,26.6,0.663,2.031,0.684,3.51,0.3405,1060.0,2.89,0.00661,APO,unmeasured,0
,,3548892,       (2010 TN55),0,26.9,0.7861,2.291,0.49,0.26,0.2843,1270.0,3.47,0.00142,APO,unmeasured,0
,,3394072,       (2007 VZ137),1,21.6,0.5855,1.704,0.706,5.22,0.4432,812.0,2.22,0.0236,APO,unmeasured,0
,,3341129,       (2006 RZ),1,20.3,0.642,2.466,0.883,9.01,0.2545,1410.0,3.87,0.0106,APO,unmeasured,0
0.687,0.031,3397429,       (2007 WE55),0,20.06,0.5732,1.909,0.815,11.48,0.3735,964.0,2.64,0.0907,APO,unmeasured,0
,,3968767,       (2019 YV5),0,24.4,0.6532,2.48,0.86,6.48,0.2524,1430.0,3.91,0.0414,APO,unmeasured,0
,,3465291,       (2009 OP9),0,19.31,0.4757,2.02,1.059,13.41,0.3432,1050.0,2.87,0.114,AMO,unmeasured,0
,,54217983,       (2021 VT7),0,21.76,0.4383,1.215,0.683,11.45,0.7358,489.0,1.34,0.19,APO,unmeasured,2
,,3789608,       (2017 WY12),0,21.51,0.5472,2.479,1.123,7.98,0.2524,1430.0,3.9,0.201,AMO,unmeasured,0
,,54225015,       (2021 WR3),0,19.64,0.5764,1.83,0.775,33.19,0.398,905.0,2.48,0.191,APO,unmeasured,1
,,3662644,       (2014 DJ80),0,26.3,0.0671,0.9771,0.912,3.03,1.02,353.0,0.966,0.0399,ATE,unmeasured,2
,,3429818,       (2008 TC2),0,23.4,0.3106,1.066,0.735,5.76,0.896,402.0,1.1,0.0181,APO,unmeasured,2
,,3724393,       (2015 OD22),0,21.21,0.5455,1.221,0.555,28.76,0.7308,493.0,1.35,0.254,APO,unmeasured,1
,,3843917,       (2019 SR1),0,24.4,0.1759,1.029,0.848,22.61,0.9436,382.0,1.04,0.072,APO,unmeasured,2
,,54320182,       (2022 UU8),0,27.97,0.1123,1.011,0.897,6.44,0.9695,371.0,1.02,0.000827,APO,unmeasured,2
,,54225489,       (2021 WX3),0,20.5,0.5135,2.2,1.07,7.85,0.302,1190.0,3.26,0.125,AMO,unmeasured,0
,,3715911,       (2015 HB),0,22.9,0.5287,2.584,1.218,2.54,0.2373,1520.0,4.15,0.205,AMO,unmeasured,0
,,54235536,       (2022 AE2),0,25.87,0.2795,1.235,0.89,8.87,0.7182,501.0,1.37,0.0016,APO,unmeasured,2
0.558,0.099,20363024,363024 (1998 OK1),1,19.42,0.4292,1.356,0.774,13.99,0.6241,577.0,1.58,0.0403,APO,unmeasured,2
,,54137808,       (2021 GQ16),0,21.85,0.3759,1.197,0.747,25.63,0.7523,479.0,1.31,0.24,APO,unmeasured,2
,,54554062,       (2025 UM3),0,26.34,0.3701,1.718,1.082,2.04,0.4379,822.0,2.25,0.094,AMO,unmeasured,2
,,3748550,       (2016 GT),0,26.0,0.3671,1.472,0.932,0.57,0.5518,652.0,1.79,0.00343,APO,unmeasured,2
,,3763421,       (2016 VH2),0,25.13,0.3436,1.581,1.038,7.13,0.4958,726.0,1.99,0.0641,AMO,unmeasured,2
,,20801944,801944 (2014 YU43),0,19.72,0.3354,1.831,1.217,22.79,0.3977,905.0,2.48,0.38,AMO,unmeasured,2
,,54292691,       (2022 OL5),0,24.09,0.3817,1.238,0.765,6.79,0.7156,503.0,1.38,0.0245,APO,unmeasured,2
,,54504564,       (2024 XG7),0,28.18,0.3772,1.578,0.983,3.95,0.4974,724.0,1.98,0.00795,APO,unmeasured,2
,,20679786,679786 (2020 QG3),1,21.21,0.5652,2.089,0.908,7.43,0.3264,1100.0,3.02,0.0164,APO,unmeasured,0
0.283,0.152,3508164,       (2010 DK34),0,20.4,0.7653,2.779,0.652,27.41,0.2127,1690.0,4.63,0.332,APO,unmeasured,0
,,54509619,       (2024 YP4),0,26.16,0.5324,2.199,1.029,3.17,0.3022,1190.0,3.26,0.0495,AMO,unmeasured,0
,,54512610,       (2024 YU9),0,27.27,0.5125,1.632,0.796,1.82,0.4726,762.0,2.09,0.00369,APO,unmeasured,0
,,54054446,       (2020 SL),0,22.8,0.5057,2.173,1.074,5.52,0.3076,1170.0,3.2,0.118,AMO,unmeasured,0
,,54429643,       (2024 EC1),0,23.38,0.6504,1.694,0.592,9.46,0.447,805.0,2.2,0.063,APO,unmeasured,0
,,20363071,363071 (2000 GD147),0,20.24,0.5501,1.893,0.852,7.09,0.3784,951.0,2.6,0.0882,APO,unmeasured,0
,,3558282,       (2011 EW4),0,23.1,0.3702,1.329,0.837,9.74,0.6431,560.0,1.53,0.00477,APO,unmeasured,2
,,54408196,       (2023 WU2),0,22.48,0.354,1.373,0.887,14.12,0.6127,588.0,1.61,0.018,APO,unmeasured,2
,,3879280,       (2019 UX1),0,24.09,0.2426,0.9692,0.734,14.06,1.033,349.0,0.954,0.00544,ATE,unmeasured,2
,,54236586,       (2022 AY5),0,29.2,0.4278,1.576,0.902,0.84,0.4981,723.0,1.98,0.000225,APO,unmeasured,2
,,54236429,       (2022 AX3),0,19.14,0.5853,3.072,1.274,22.59,0.183,1970.0,5.38,0.425,AMO,unmeasured,0
,,3595880,       (2012 AW12),0,19.82,0.6063,1.69,0.665,51.52,0.4486,802.0,2.2,0.132,APO,unmeasured,1
,,3276444,       (2005 GZ110),0,22.74,0.4328,1.663,0.943,10.92,0.4595,783.0,2.15,0.0606,APO,unmeasured,2
,,54357257,       (2023 HH7),0,25.52,0.6713,1.403,0.461,21.67,0.5934,607.0,1.66,0.00116,APO,unmeasured,1
,,54248246,       (2022 DX),0,28.3,0.0887,1.112,1.013,0.2,0.8408,428.0,1.17,0.014,APO,unmeasured,2
,,54248855,       (2022 EG),0,25.41,0.46,1.778,0.96,0.98,0.4156,866.0,2.37,0.00665,APO,unmeasured,0
,,54016311,       (2020 FA3),0,23.4,0.418,1.823,1.061,3.14,0.4005,899.0,2.46,0.0705,AMO,unmeasured,0
,,54280029,       (2022 KL1),0,27.42,0.1913,1.069,0.864,15.5,0.8921,404.0,1.1,0.00136,APO,unmeasured,2
,,3986845,       (2020 BR3),0,20.88,0.684,2.057,0.65,26.28,0.334,1080.0,2.95,0.262,APO,unmeasured,1
,,3831460,       (2018 TS2),0,25.2,0.5928,2.47,1.006,1.8,0.2539,1420.0,3.88,0.0179,APO,unmeasured,0
,,3829483,       (2018 RT7),0,22.97,0.1119,1.397,1.24,18.52,0.5972,603.0,1.65,0.285,AMO,unmeasured,2
,,54321452,       (2022 UL13),0,23.28,0.3326,1.308,0.873,18.89,0.6585,547.0,1.5,0.0181,APO,unmeasured,2
,,3323935,       (2006 DY),0,18.39,0.5739,2.319,0.988,21.96,0.2792,1290.0,3.53,0.231,APO,unmeasured,0
,,20481381,481381 (2006 OS5),0,18.4,0.5909,2.865,1.172,26.44,0.2033,1770.0,4.85,0.311,AMO,unmeasured,0
,,54277091,       (2022 HO4),0,26.87,0.5689,2.252,0.971,1.67,0.2916,1230.0,3.38,0.00915,APO,unmeasured,0
,,3694452,       (2014 UR56),0,25.2,0.4472,1.631,0.902,14.96,0.4733,761.0,2.08,0.0647,APO,unmeasured,2
,,3555628,       (2011 BG10),0,26.3,0.6186,2.49,0.95,3.37,0.2509,1430.0,3.93,0.0119,APO,unmeasured,0
,,3580965,       (2011 TP),0,26.5,0.4535,1.724,0.942,9.56,0.4354,827.0,2.26,0.0174,APO,unmeasured,0
,,54564990,       (2025 VD24),0,22.0,0.0629,1.095,1.026,5.54,0.8602,418.0,1.15,0.053,AMO,unmeasured,2
,,54053799,       (2020 RA2),0,26.0,0.369,1.633,1.03,2.74,0.4723,762.0,2.09,0.0361,AMO,unmeasured,2
,,54055110,       (2020 TF3),0,26.01,0.4852,1.956,1.007,6.75,0.3602,999.0,2.74,0.0267,APO,unmeasured,0
,,3841631,       (2019 HY3),0,25.7,0.2267,1.36,1.052,9.59,0.6215,579.0,1.59,0.0479,AMO,unmeasured,2
,,54342515,       (2023 DX),0,25.91,0.4993,1.632,0.817,0.69,0.4727,762.0,2.08,0.00191,APO,unmeasured,0
,,3759281,       (2016 RA20),0,23.0,0.7059,2.657,0.781,9.07,0.2276,1580.0,4.33,0.104,APO,unmeasured,0
,,3639419,       (2013 KG6),0,25.46,0.5221,1.769,0.845,3.83,0.419,859.0,2.35,0.00749,APO,unmeasured,0
,,3789618,       (2017 WZ12),0,26.9,0.1968,0.8653,0.695,5.86,1.225,294.0,0.805,0.0307,ATE,unmeasured,2
,,3893391,       (2019 WE1),0,24.8,0.5542,1.722,0.768,3.59,0.4361,825.0,2.26,0.0335,APO,unmeasured,0
,,20509352,509352 (2007 AG),1,20.16,0.3742,0.7207,0.451,11.94,1.611,223.0,0.612,0.0038,ATE,unmeasured,2
1.109,0.395,20154589,154589 (2003 MX2),0,16.62,0.459,2.289,1.238,7.18,0.2846,1270.0,3.46,0.263,AMO,unmeasured,0
,,54376023,       (2023 OX3),0,24.51,0.4053,1.784,1.061,12.25,0.4138,870.0,2.38,0.0466,AMO,unmeasured,2
,,54357153,       (2023 HO6),1,21.37,0.422,1.751,1.012,8.29,0.4254,846.0,2.32,0.00979,APO,unmeasured,2
,,20527959,527959 (2008 EB32),0,19.47,0.4145,1.966,1.151,5.37,0.3574,1010.0,2.76,0.158,AMO,unmeasured,0
,,54319168,       (2022 UU6),0,22.43,0.4432,1.736,0.966,28.63,0.431,835.0,2.29,0.0186,APO,unmeasured,1
,,3648538,       (2013 SU19),0,24.9,0.4698,1.92,1.018,7.57,0.3704,972.0,2.66,0.0681,AMO,unmeasured,0
,,54564348,       (2025 WN9),1,21.26,0.596,1.439,0.581,25.81,0.5712,630.0,1.73,0.0134,APO,unmeasured,1
,,3785768,       (2017 TH4),0,24.5,0.3967,1.05,0.634,13.54,0.9159,393.0,1.08,0.00637,APO,unmeasured,2
,,54526924,       (2023 YP6),0,23.11,0.1015,1.327,1.193,3.09,0.6445,559.0,1.53,0.214,AMO,unmeasured,2
,,20515010,515010 (2009 SK2),0,18.96,0.4718,1.719,0.908,38.22,0.4372,823.0,2.25,0.166,APO,unmeasured,1
,,54352304,       (2023 FQ4),0,27.61,0.2362,1.054,0.805,2.34,0.9108,395.0,1.08,0.00781,APO,unmeasured,2
,,3836864,       (2018 XG3),0,26.3,0.5994,2.481,0.994,2.41,0.2523,1430.0,3.91,0.0211,APO,unmeasured,0
,,3842942,       (2019 MG1),0,23.6,0.4373,1.882,1.059,15.89,0.3817,943.0,2.58,0.0471,AMO,unmeasured,0
,,54244786,       (2022 CJ1),0,25.56,0.0436,1.092,1.044,5.29,0.864,417.0,1.14,0.0517,AMO,unmeasured,2
,,3797498,       (2018 AG4),0,26.1,0.2943,1.261,0.89,10.49,0.6957,517.0,1.42,0.00343,APO,unmeasured,2
,,20503911,503911 (2002 FD6),0,22.89,0.3421,1.233,0.811,10.06,0.7197,500.0,1.37,0.00422,APO,unmeasured,2
1.876,0.029,20363505,363505 (2003 UC20),1,18.47,0.3369,0.7812,0.518,3.78,1.427,252.0,0.691,0.0352,ATE,unmeasured,2
,,3774615,       (2017 JH3),0,24.6,0.0924,1.142,1.037,27.34,0.8071,446.0,1.22,0.0527,AMO,unmeasured,2
0.859,0.199,20366774,366774 (2004 TB18),1,17.87,0.4508,1.815,0.997,13.2,0.4031,893.0,2.44,0.0195,APO,unmeasured,0
,,3293790,       (2005 TQ45),0,25.6,0.2324,0.8276,0.635,25.63,1.309,275.0,0.753,0.0187,ATE,unmeasured,2
,,20409266,409266 (2004 RK9),0,21.29,0.4255,1.837,1.055,6.23,0.396,909.0,2.49,0.109,AMO,unmeasured,0
,,54298999,       (2022 QG8),0,26.95,0.3174,1.029,0.703,4.16,0.9436,382.0,1.04,0.00829,APO,unmeasured,2
,,3830860,       (2018 RV27),0,28.1,0.4915,1.728,0.878,3.57,0.434,829.0,2.27,0.000146,APO,unmeasured,0
,,54545001,       (2025 RL2),0,26.0,0.3769,0.8294,0.517,4.92,1.305,276.0,0.755,0.00045,ATE,unmeasured,2
,,3552691,       (2010 XP),0,26.63,0.523,2.199,1.049,1.15,0.3022,1190.0,3.26,0.0638,AMO,unmeasured,0
,,54093100,       (2020 WE4),0,23.4,0.2446,1.428,1.079,26.06,0.5776,623.0,1.71,0.103,AMO,unmeasured,2
,,3773913,       (2017 GM6),0,26.0,0.0455,1.029,0.982,7.25,0.9446,381.0,1.04,0.00291,APO,unmeasured,2
,,3671001,       (2014 JA31),0,23.39,0.2177,1.351,1.057,26.45,0.6278,573.0,1.57,0.063,AMO,unmeasured,2
,,3653256,       (2013 UO5),0,23.2,0.4158,2.147,1.254,4.85,0.3133,1150.0,3.15,0.27,AMO,unmeasured,0
,,54177361,       (2021 OX1),0,19.7,0.5348,2.779,1.293,6.86,0.2128,1690.0,4.63,0.324,AMO,unmeasured,0
,,20361861,361861 (2008 ED69),0,16.98,0.7396,2.909,0.758,36.38,0.1987,1810.0,4.96,0.251,APO,unmeasured,1
,,54178144,       (2021 PN1),0,24.94,0.6076,1.755,0.689,3.34,0.4238,850.0,2.33,0.000497,APO,unmeasured,0
,,54545427,       (2025 SA),0,25.36,0.4251,1.511,0.869,18.72,0.5306,679.0,1.86,0.00474,APO,unmeasured,2
,,3325674,       (2006 EC1),0,18.58,0.7562,2.388,0.582,10.86,0.2671,1350.0,3.69,0.18,APO,unmeasured,0
,,54165114,       (2021 ND),0,24.66,0.5219,2.215,1.059,10.72,0.2989,1200.0,3.3,0.0857,AMO,unmeasured,0
,,54337033,       (2022 YP6),0,23.95,0.2978,0.9007,0.632,30.51,1.153,312.0,0.855,0.0382,ATE,unmeasured,2
,,3553587,       (2010 XP56),0,23.31,0.2137,1.513,1.19,19.02,0.5296,680.0,1.86,0.217,AMO,unmeasured,2
,,20495187,495187 (2012 VO76),1,21.05,0.215,1.204,0.945,36.95,0.7458,483.0,1.32,0.0327,APO,unmeasured,1
,,54016741,       (2020 HX5),0,22.43,0.3243,1.518,1.026,4.3,0.5271,683.0,1.87,0.0469,AMO,unmeasured,2
,,3973545,       (2020 AF1),0,24.8,0.1081,1.189,1.061,15.52,0.76,474.0,1.3,0.105,AMO,unmeasured,2
,,3545974,       (2010 RN80),0,20.21,0.5386,2.251,1.039,8.72,0.2918,1230.0,3.38,0.0918,AMO,unmeasured,0
,,54111266,       (2021 CG4),0,25.89,0.3648,1.573,0.999,13.72,0.4998,720.0,1.97,0.014,APO,unmeasured,2
,,54147751,       (2021 KH2),0,25.32,0.0203,1.028,1.007,12.29,0.9456,381.0,1.04,0.00413,APO,unmeasured,2
,,3878626,       (2019 TA6),0,23.93,0.2937,1.541,1.089,20.2,0.5152,699.0,1.91,0.0909,AMO,unmeasured,2
,,3656920,       (2014 BJ3),0,22.4,0.3569,1.871,1.203,9.63,0.3851,935.0,2.56,0.219,AMO,unmeasured,2
,,54544624,       (2025 RR1),0,23.34,0.6629,2.442,0.823,5.59,0.2583,1390.0,3.82,0.00969,APO,unmeasured,0
,,54016683,       (2020 HH4),0,22.2,0.4773,2.023,1.057,29.34,0.3427,1050.0,2.88,0.129,AMO,unmeasured,1
,,3826802,       (2018 PC22),0,24.6,0.4663,2.136,1.14,9.28,0.3158,1140.0,3.12,0.125,AMO,unmeasured,0
,,3883089,       (2019 UF7),0,24.6,0.2997,1.239,0.868,5.85,0.7148,504.0,1.38,0.0233,APO,unmeasured,2
,,54397472,       (2023 UM4),0,26.35,0.4896,1.835,0.937,6.44,0.3965,908.0,2.49,0.0029,APO,unmeasured,0
,,20366615,366615 (2003 LO6),0,16.85,0.5674,2.936,1.27,34.42,0.1959,1840.0,5.03,0.257,AMO,unmeasured,1
,,54418657,       (2024 AJ),0,27.3,0.4605,1.803,0.973,0.39,0.407,885.0,2.42,0.0065,APO,unmeasured,0
,,54115840,       (2021 CD6),1,20.33,0.5572,2.228,0.986,15.87,0.2964,1210.0,3.33,0.0137,APO,unmeasured,0
,,20859487,859487 (2013 ON5),0,18.83,0.52,2.343,1.125,7.39,0.2749,1310.0,3.59,0.109,AMO,unmeasured,0
,,54553162,       (2025 SG81),0,19.77,0.6325,2.154,0.791,10.15,0.3118,1150.0,3.16,0.141,APO,unmeasured,0
,,54068385,       (2020 TK6),0,26.3,0.2095,1.09,0.862,10.02,0.8656,416.0,1.14,0.00696,APO,unmeasured,2
,,54168304,       (2021 NM4),0,24.9,0.211,1.222,0.964,20.88,0.73,493.0,1.35,0.00758,APO,unmeasured,2
,,3263536,       (2004 XK29),0,19.95,0.641,2.403,0.863,7.86,0.2646,1360.0,3.72,0.0558,APO,unmeasured,0
,,3715464,       (2015 FC341),0,22.2,0.6711,2.005,0.66,4.24,0.347,1040.0,2.84,0.0541,APO,unmeasured,0
,,3751527,       (2016 GD207),0,25.8,0.3266,1.502,1.011,7.6,0.5354,672.0,1.84,0.00909,APO,unmeasured,2
,,54225014,       (2021 WQ3),0,23.8,0.2919,1.355,0.959,8.26,0.6249,576.0,1.58,0.0564,APO,unmeasured,2
,,54336962,       (2022 YB6),0,26.77,0.538,2.172,1.003,6.66,0.3079,1170.0,3.2,0.0269,APO,unmeasured,0
,,54131326,       (2021 EJ3),0,27.72,0.0853,0.9239,0.845,1.59,1.11,324.0,0.888,0.00437,ATE,unmeasured,2
,,3698500,       (2014 HB197),0,27.8,0.2965,1.246,0.876,6.15,0.7088,508.0,1.39,0.0249,APO,unmeasured,2
,,3669146,       (2014 HS46),0,23.01,0.2482,1.416,1.065,11.67,0.5847,616.0,1.69,0.0747,AMO,unmeasured,2
,,54248344,       (2022 DM1),0,26.56,0.5203,2.161,1.037,3.53,0.3103,1160.0,3.18,0.0443,AMO,unmeasured,0
,,54202335,       (2021 SP4),1,20.96,0.4051,1.467,0.873,9.92,0.5544,649.0,1.78,0.0486,APO,unmeasured,2
,,54317879,       (2022 UF4),0,24.54,0.3982,1.021,0.614,15.0,0.9556,377.0,1.03,0.00616,APO,unmeasured,2
,,3545511,       (2010 RZ11),0,26.6,0.6355,2.351,0.857,1.28,0.2734,1320.0,3.6,0.00587,APO,unmeasured,0
,,54551097,       (2025 TM2),0,23.86,0.1778,1.372,1.128,25.93,0.6136,587.0,1.61,0.206,AMO,unmeasured,2
,,20812769,812769 (2005 VO5),1,19.89,0.561,2.009,0.882,14.23,0.3461,1040.0,2.85,0.0391,APO,unmeasured,0
,,3824078,       (2018 JY1),0,23.54,0.5459,2.312,1.05,2.43,0.2804,1280.0,3.51,0.0494,AMO,unmeasured,0
,,3588062,       (2011 WP4),0,27.15,0.4142,1.359,0.796,0.95,0.622,579.0,1.58,0.00384,APO,unmeasured,2
,,3838252,       (2019 CS4),0,23.5,0.1554,1.463,1.236,19.06,0.5568,647.0,1.77,0.257,AMO,unmeasured,2
,,54561776,       (2025 VL5),0,24.0,0.4693,1.2,0.637,4.65,0.7501,480.0,1.31,0.0385,APO,unmeasured,2
,,3404129,       (2008 DG4),0,23.8,0.6407,2.479,0.891,1.85,0.2525,1430.0,3.9,0.01,APO,unmeasured,0
,,54525863,       (2025 FA22),1,21.59,0.4115,1.496,0.88,7.62,0.5389,668.0,1.83,0.00137,APO,unmeasured,2
,,54216379,       (2021 VG4),0,24.03,0.5826,2.565,1.071,3.8,0.2399,1500.0,4.11,0.0814,AMO,unmeasured,0
,,54351723,       (2023 FK3),0,22.25,0.6176,2.279,0.872,9.3,0.2864,1260.0,3.44,0.036,APO,unmeasured,0
