"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
2.102,0.191,20086324," 86324 (1999 WA2)",N,15.83,0.4345,1.966,1.112,34.61,0.3574,1.01e+03,2.76,0.341,AMO
1.348,0.098,20086326," 86326 (1999 WK13)",N,17.35,0.3627,1.844,1.175,34.31,0.3935,915,2.5,0.279,AMO
1.165,0.228,20086666," 86666 (2000 FL10)",N,16.88,0.4270,1.463,0.838,29.01,0.5569,646,1.77,0.0815,APO
0.745,0.349,20086667," 86667 (2000 FO10)",N,17.54,0.5946,0.8594,0.348,14.29,1.237,291,0.797,0.133,ATE
0.802,0.301,20086819," 86819 (2000 GK137)",Y,17.48,0.5059,1.996,0.986,10.06,0.3496,1.03e+03,2.82,0.0163,APO
1.823,0.232,20086829," 86829 (2000 GR146)",N,15.81,0.5750,1.463,0.622,14.37,0.5571,646,1.77,0.203,APO
0.568,0.499,20087309," 87309 (2000 QP)",N,17.59,0.4632,0.8475,0.455,34.74,1.263,285,0.78,0.201,ATE
1.948,0.142,20087311," 87311 (2000 QJ1)",N,16.51,0.5121,1.59,0.776,7.70,0.4915,733,2.01,0.109,APO
1.371,0.374,20088188," 88188 (2000 XH44)",N,16.08,0.3913,2.008,1.222,11.34,0.3464,1.04e+03,2.85,0.232,AMO
0.912,0.028,20088213," 88213 (2001 AF2)",N,19.48,0.5953,0.9539,0.386,17.81,1.058,340,0.932,0.172,ATE
0.800,0.252,20088254," 88254 (2001 FM129)",Y,17.77,0.6295,1.182,0.438,1.52,0.7666,470,1.29,0.01,APO
5.748,0.037,20088263," 88263 (2001 KQ1)",N,15.69,0.4326,2.097,1.190,38.79,0.3246,1.11e+03,3.04,0.375,AMO
0.760,0.281,20088710," 88710 (2001 SL9)",N,17.61,0.2701,1.061,0.775,21.90,0.9013,399,1.09,0.199,APO
2.038,0.246,20089355," 89355 (2001 VS78)",N,15.79,0.3083,1.787,1.236,22.66,0.4126,873,2.39,0.444,AMO
5.067,0.079,20089830," 89830 (2002 CE)",Y,15.00,0.5070,2.078,1.024,43.64,0.3291,1.09e+03,2.99,0.0281,AMO
1.407,0.224,20089959," 89959 (2002 NT7)",Y,16.55,0.5284,1.735,0.818,42.36,0.4312,835,2.29,0.00088,APO
2.233,0.294,20090075," 90075 (2002 VU94)",Y,15.38,0.5742,2.138,0.910,8.86,0.3153,1.14e+03,3.13,0.0272,APO
1.748,0.048,20090367," 90367 (2003 LC5)",N,17.92,0.4262,1.156,0.663,16.88,0.7935,454,1.24,0.151,APO
0.572,0.493,20090403," 90403 (2003 YE45)",Y,17.78,0.2800,1.234,0.889,19.01,0.7186,501,1.37,0.0377,APO
0.968,0.062,20090416," 90416 (2003 YK118)",Y,18.86,0.4922,1.695,0.861,7.83,0.4466,806,2.21,0.00149,APO
3.605,0.041,20096189," 96189 Pygmalion (1991 NT3)",N,16.48,0.3070,1.821,1.262,14.00,0.4012,897,2.46,0.332,AMO
0.882,0.489,20096590," 96590 (1998 XB)",N,16.28,0.3512,0.9079,0.589,13.60,1.139,316,0.865,0.114,ATE
1.115,0.429,20099248," 99248 (2001 KY66)",Y,16.54,0.5077,1.866,0.919,10.61,0.3865,931,2.55,0.0464,APO
1.4,,20099907," 99907 (1989 VA)",N,17.94,0.5947,0.7284,0.295,28.80,1.586,227,0.622,0.155,ATE
0.34,0.35,20099942," 99942 Apophis (2004 MN4)",Y,19.09,0.1912,0.9224,0.746,3.34,1.113,324,0.886,0.000361,ATE
2.70,0.0668,20100004,"100004 (1983 VA)",N,16.43,0.7027,2.59,0.770,15.70,0.2365,1.52e+03,4.17,0.174,APO
1.809,0.163,20100756,"100756 (1998 FM5)",N,16.34,0.5546,2.265,1.009,11.57,0.2892,1.24e+03,3.41,0.093,APO
1.174,0.234,20100926,"100926 (1998 MQ)",N,16.63,0.4075,1.783,1.056,24.24,0.4141,869,2.38,0.129,AMO
0.48444,0.044,20101955,"101955 Bennu (1999 RQ36)",Y,20.21,0.2037,1.126,0.897,6.03,0.8245,437,1.2,0.00322,APO
1.282,0.246,20103067,"103067 (1999 XA143)",Y,16.80,0.5812,1.843,0.772,38.57,0.3938,914,2.5,0.0403,APO
1.946,0.223,20105140,"105140 (2000 NL10)",N,15.75,0.8169,0.9143,0.167,32.54,1.127,319,0.874,0.356,ATE
0.352,0.431,20105141,"105141 (2000 NF11)",N,19.09,0.1890,1.421,1.152,14.83,0.5819,619,1.69,0.212,AMO
1.423,0.060,20108519,"108519 (2001 LF)",N,17.94,0.2710,1.604,1.169,16.40,0.4854,742,2.03,0.159,AMO
3.006,0.178,20111253,"111253 (2001 XU10)",Y,15.25,0.4398,1.753,0.982,42.04,0.4245,848,2.32,0.0314,APO
3.618,0.033,20112985,"112985 (2002 RS28)",N,15.84,0.4922,2.22,1.128,46.99,0.2979,1.21e+03,3.31,0.414,AMO
0.4,,20136564,"136564 (1977 VA)",N,19.28,0.3942,1.866,1.130,2.98,0.3868,931,2.55,0.137,AMO
3.398,0.073,20136874,"136874 (1998 FH74)",N,15.75,0.8840,2.202,0.255,21.14,0.3015,1.19e+03,3.27,0.236,APO
1.055,0.183,20137032,"137032 (1998 UO1)",N,16.66,0.7634,1.596,0.378,25.47,0.489,736,2.02,0.0596,APO
1.265,0.411,20137062,"137062 (1998 WM)",N,16.77,0.3153,1.225,0.838,22.52,0.7273,495,1.36,0.17,APO
1.228,0.322,20137084,"137084 (1998 XS16)",N,16.48,0.4966,1.212,0.610,26.56,0.7385,488,1.33,0.408,APO
0.564,0.291,20137099,"137099 (1998 YW3)",N,18.29,0.4628,1.1,0.591,28.79,0.8542,421,1.15,0.388,APO
2.243,0.027,20137805,"137805 (1999 YK5)",N,16.72,0.5583,0.8294,0.366,16.75,1.305,276,0.755,0.114,ATE
0.970,0.247,20137924,"137924 (2000 BD19)",N,17.50,0.8950,0.8764,0.092,25.75,1.201,300,0.821,0.0904,ATE
1.372,0.373,20137925,"137925 (2000 BJ19)",N,16.07,0.7638,1.292,0.305,31.12,0.6713,536,1.47,0.39,APO
3.518,0.172,20138013,"138013 (2000 CN101)",N,14.72,0.6348,1.598,0.584,15.98,0.4878,738,2.02,0.108,APO
0.754,0.449,20138127,"138127 (2000 EE14)",Y,17.11,0.5331,0.6618,0.309,26.46,1.831,197,0.538,0.0239,ATE
1.085,0.095,20138359,"138359 (2000 GX127)",N,17.97,0.3613,1.141,0.729,20.24,0.8081,445,1.22,0.262,APO
0.965,0.396,20138847,"138847 (2000 VE62)",N,17.07,0.2877,1.619,1.153,22.18,0.4784,752,2.06,0.155,AMO
1.222,0.247,20138883,"138883 (2000 YL29)",N,16.85,0.3440,1.536,1.008,21.89,0.5177,695,1.9,0.138,APO
0.447,0.292,20138947,"138947 (2001 BA40)",N,18.82,0.2537,1.119,0.835,12.85,0.8327,432,1.18,0.183,APO
0.32,0.52,20139056,"139056 (2001 FY)",N,19.18,0.3280,1.885,1.267,4.73,0.3807,946,2.59,0.271,AMO
1.126,0.127,20139289,"139289 (2001 KR1)",N,17.80,0.8412,1.26,0.200,23.26,0.6972,516,1.41,0.179,APO
2.586,0.038,20139345,"139345 (2001 KA67)",N,16.74,0.7019,1.805,0.538,22.28,0.4064,886,2.43,0.262,APO
0.566,0.289,20140158,"140158 (2001 SX169)",Y,18.48,0.4609,1.347,0.726,2.52,0.6302,571,1.56,0.0261,APO
1.263,0.231,20140288,"140288 (2001 SN289)",Y,16.73,0.5082,1.784,0.877,53.19,0.4136,870,2.38,0.0189,APO
0.239,0.340,20141432,"141432 (2002 CQ11)",Y,20.06,0.4275,0.9762,0.559,2.47,1.022,352,0.965,0.0197,ATE
1.034,0.455,20141484,"141484 (2002 DB4)",N,16.32,0.3695,0.8579,0.541,16.60,1.24,290,0.795,0.154,ATE
0.303,0.482,20141531,"141531 (2002 GB)",N,19.15,0.5290,0.9921,0.467,22.55,0.9974,361,0.988,0.28,ATE
1.232,0.353,20142040,"142040 (2002 QE15)",N,16.25,0.3444,1.667,1.093,28.25,0.4579,786,2.15,0.116,AMO
0.886,0.118,20142464,"142464 (2002 TC9)",N,18.34,0.1548,1.234,1.043,16.28,0.7191,501,1.37,0.058,AMO
0.860,0.378,20142563,"142563 (2002 TR69)",N,17.21,0.3437,1.66,1.089,20.49,0.4609,781,2.14,0.102,AMO
1.595,0.252,20142781,"142781 (2002 UM11)",N,16.14,0.3878,1.951,1.194,41.02,0.3616,995,2.73,0.311,AMO
2.137,0.169,20143624,"143624 (2003 HM16)",N,15.90,0.5774,1.967,0.831,35.54,0.3574,1.01e+03,2.76,0.0529,APO
2.240,0.038,20144901,"144901 (2004 WG1)",N,17.55,0.5219,1.64,0.784,13.04,0.4693,767,2.1,0.0562,APO
1.4,0.146,20152558,"152558 (1990 SA)",N,16.86,0.4413,2.014,1.125,38.14,0.3449,1.04e+03,2.86,0.308,AMO
0.272,0.287,20152563,"152563 (1992 BF)",N,19.71,0.2717,0.9079,0.661,7.25,1.139,316,0.865,0.0626,ATE
0.282,0.169,20152564,"152564 (1992 HF)",N,19.63,0.5617,1.391,0.610,13.32,0.6008,599,1.64,0.12,APO
0.298,0.200,20152671,"152671 (1998 HL3)",Y,20.24,0.3660,1.129,0.716,2.68,0.8216,438,1.2,0.0454,APO
4.167,0.022,20152679,"152679 (1998 KU2)",N,16.54,0.5524,2.252,1.008,4.93,0.2917,1.23e+03,3.38,0.0601,APO
0.413,0.264,20152742,"152742 (1998 XE12)",N,19.10,0.7392,0.8781,0.229,13.43,1.198,301,0.823,0.112,ATE
0.414,0.216,20152754,"152754 (1999 GS6)",Y,19.22,0.4974,1.191,0.599,2.02,0.7584,475,1.3,0.0189,APO
1.022,0.388,20152889,"152889 (2000 CF59)",N,16.53,0.6407,1.679,0.603,41.55,0.4529,795,2.18,0.317,APO
1.646,0.237,20152931,"152931 (2000 EA107)",N,16.30,0.4557,0.9297,0.506,28.58,1.099,327,0.896,0.163,ATE
0.820,0.205,20152941,"152941 (2000 FM10)",N,17.61,0.6807,1.481,0.473,8.73,0.5467,659,1.8,0.127,APO
0.776,0.353,20152952,"152952 (2000 GC2)",N,17.57,0.1869,1.384,1.125,55.29,0.6057,594,1.63,0.279,AMO
0.788,0.342,20152964,"152964 (2000 GP82)",N,17.80,0.3934,1.397,0.847,13.23,0.5971,603,1.65,0.0916,APO
0.531,0.109,20152978,"152978 (2000 GJ147)",Y,19.58,0.2368,1.162,0.887,25.01,0.7865,458,1.25,0.027,APO
1.327,0.100,20153195,"153195 (2000 WB1)",N,17.51,0.6192,1.301,0.496,41.10,0.6639,542,1.48,0.0914,APO
0.510,0.129,20153201,"153201 (2000 WO107)",Y,19.30,0.7808,0.9111,0.200,7.77,1.133,318,0.87,0.00286,ATE
1.289,0.035,20153219,"153219 (2000 YM29)",N,18.54,0.4356,2.089,1.179,40.34,0.3264,1.1e+03,3.02,0.195,AMO
3.160,0.177,20153249,"153249 (2001 BW15)",N,15.56,0.5907,2.117,0.867,41.28,0.3199,1.13e+03,3.08,0.0561,APO
2.441,0.039,20153271,"153271 (2001 CL42)",N,17.41,0.4024,1.557,0.931,21.65,0.5072,710,1.94,0.191,APO
2,,20153591,"153591 (2001 SN263)",Y,17.11,0.4800,1.988,1.034,6.69,0.3517,1.02e+03,2.8,0.0472,AMO
0.932,0.097,20153814,"153814 (2001 WN5)",Y,18.28,0.4673,1.711,0.912,1.92,0.4402,818,2.24,0.0019,APO
1.759,0.193,20153842,"153842 (2001 XT30)",N,16.70,0.5670,2.749,1.190,9.00,0.2162,1.66e+03,4.56,0.208,AMO
1.119,0.098,20154029,"154029 (2002 CY46)",N,16.52,0.4624,1.89,1.016,44.20,0.3794,949,2.6,0.0868,APO
1.098,0.149,20154035,"154035 (2002 CV59)",N,17.38,0.5320,1.21,0.566,49.06,0.7405,486,1.33,0.426,APO
1.060,0.143,20154276,"154276 (2002 SY50)",Y,17.61,0.6889,1.705,0.530,8.74,0.4426,813,2.23,0.00394,APO
1.109,0.395,20154589,"154589 (2003 MX2)",N,16.62,0.4590,2.289,1.238,7.18,0.2846,1.27e+03,3.46,0.263,AMO
0.086,0.530,20154590,"154590 (2003 MA3)",Y,21.70,0.4021,1.105,0.661,1.42,0.8483,424,1.16,0.0131,APO
0.469,0.319,20154807,"154807 (2004 PP97)",N,18.56,0.3166,1.484,1.014,15.53,0.5452,660,1.81,0.146,APO
0.828,0.195,20154993,"154993 (2005 EA94)",N,17.99,0.6637,1.517,0.510,10.32,0.5278,682,1.87,0.0749,APO
0.683,0.379,20155110,"155110 (2005 TB)",N,17.45,0.3485,1.261,0.822,30.38,0.6957,517,1.42,0.113,APO
0.577,0.367,20159454,"159454 (2000 DJ8)",N,18.04,0.2527,1.411,1.055,37.75,0.588,612,1.68,0.246,AMO
1.769,0.187,20159459,"159459 (2000 KB)",N,16.31,0.7989,2.337,0.470,56.16,0.2759,1.3e+03,3.57,0.531,APO
2.324,0.052,20159504,"159504 (2000 WO67)",Y,16.97,0.6170,2.433,0.932,9.69,0.2597,1.39e+03,3.8,0.0491,APO
1.784,0.038,20159518,"159518 (2001 FF7)",N,18.01,0.4452,2.104,1.167,47.47,0.3229,1.12e+03,3.05,0.339,AMO
1.156,0.209,20159560,"159560 (2001 TO103)",N,17.15,0.4348,2.214,1.252,25.70,0.2991,1.2e+03,3.29,0.472,AMO
1.845,0.162,20159686,"159686 (2002 LB6)",N,16.34,0.6880,1.804,0.563,24.73,0.4069,885,2.42,0.283,APO
3.070,0.130,20159857,"159857 (2004 LJ1)",Y,15.47,0.5935,2.262,0.920,23.15,0.2896,1.24e+03,3.4,0.0154,APO
2.620,0.026,20159929,"159929 (2005 UK)",N,17.72,0.4078,1.887,1.117,54.42,0.3803,947,2.59,0.126,AMO
1.9,0.09,20161989,"161989 Cacus (1978 CA)",Y,17.31,0.2138,1.123,0.883,26.07,0.8286,434,1.19,0.0144,APO
0.458,0.211,20161999,"161999 (1989 RC)",N,18.80,0.5126,2.318,1.130,7.38,0.2793,1.29e+03,3.53,0.116,AMO
0.4,,20162000,"162000 (1990 OS)",Y,19.64,0.4624,1.678,0.902,1.09,0.4533,794,2.17,0.00902,APO
1.959,0.105,20162038,"162038 (1996 DH)",N,16.68,0.2766,1.587,1.148,17.23,0.493,730,2,0.134,AMO
0.847,0.186,20162058,"162058 (1997 AE12)",N,17.98,0.5542,2.367,1.055,4.85,0.2706,1.33e+03,3.64,0.0875,AMO
0.777,0.035,20162080,"162080 (1998 DG16)",N,19.95,0.3582,0.8967,0.576,16.21,1.161,310,0.849,0.187,ATE
0.538,0.116,20162116,"162116 (1998 SA15)",Y,19.54,0.5585,1.916,0.846,7.11,0.3717,968,2.65,0.0473,APO
0.462,0.250,20162142,"162142 (1998 VR)",N,18.77,0.3179,0.8753,0.597,21.81,1.204,299,0.819,0.151,ATE
0.896,0.045,20162173,"162173 Ryugu (1999 JU3)",Y,19.55,0.1911,1.191,0.963,5.87,0.7584,475,1.3,0.000833,APO
0.729,0.175,20162181,"162181 (1999 LF6)",N,18.20,0.2806,1.41,1.014,18.94,0.5889,611,1.67,0.0639,APO
1.010,0.274,20162269,"162269 (1999 VO6)",N,16.97,0.7378,1.135,0.298,40.13,0.8147,442,1.21,0.077,APO
0.812,0.115,20162385,"162385 (2000 BM19)",N,18.59,0.3587,0.7406,0.475,6.88,1.547,233,0.637,0.0834,ATE
1.048,0.084,20162463,"162463 (2000 JH5)",N,17.97,0.2382,1.146,0.873,22.21,0.8038,448,1.23,0.111,APO
0.906,0.236,20162483,"162483 (2000 PJ5)",N,17.53,0.3737,0.8727,0.547,51.18,1.209,298,0.815,0.174,ATE
1.406,0.089,20162510,"162510 (2000 QW69)",Y,17.60,0.3023,1.376,0.960,38.14,0.6105,590,1.61,0.0237,APO
4.299,0.071,20162566,"162566 (2000 RJ34)",N,15.73,0.5761,2.625,1.113,14.29,0.2317,1.55e+03,4.25,0.164,AMO
0.335,0.173,20162567,"162567 (2000 RW37)",Y,19.97,0.2501,1.247,0.935,13.75,0.7075,509,1.39,0.00693,APO
3.945,0.014,20162741,"162741 (2000 WG6)",N,17.50,0.4994,2.319,1.161,11.85,0.2791,1.29e+03,3.53,0.19,AMO
1.086,0.060,20162903,"162903 (2001 JV2)",N,18.63,0.2373,1.305,0.995,47.49,0.6615,544,1.49,0.0857,APO
0.790,0.658,20162980,"162980 (2001 RR17)",N,16.77,0.4887,1.553,0.794,30.40,0.5091,707,1.94,0.199,APO
0.875,0.161,20162998,"162998 (2001 SK162)",Y,18.17,0.4745,1.926,1.012,1.68,0.3688,976,2.67,0.0284,APO
0.460,0.408,20163132,"163132 (2002 CU11)",Y,18.61,0.2952,1.22,0.860,48.78,0.7317,492,1.35,0.00113,APO
1.682,0.172,20163243,"163243 (2002 FB3)",Y,16.47,0.6016,0.7616,0.303,20.28,1.483,243,0.665,0.00394,ATE
0.735,0.030,20163348,"163348 (2002 NN4)",Y,20.05,0.4346,0.8758,0.495,5.42,1.203,299,0.82,0.00652,ATE
0.712,0.096,20163454,"163454 (2002 RN129)",N,19.11,0.3699,1.162,0.732,23.12,0.7867,458,1.25,0.237,APO
3.449,0.021,20163691,"163691 (2003 BB43)",N,17.09,0.5217,2.418,1.156,40.80,0.2622,1.37e+03,3.76,0.354,AMO
0.832,0.276,20163694,"163694 (2003 DP13)",N,17.50,0.5434,2.641,1.206,9.82,0.2297,1.57e+03,4.29,0.262,AMO
2.343,0.074,20163760,"163760 (2003 OR14)",N,16.68,0.5043,2.512,1.245,13.07,0.2476,1.45e+03,3.98,0.279,AMO
0.386,0.516,20163818,"163818 (2003 RX7)",Y,18.46,0.3546,1.229,0.793,10.39,0.723,498,1.36,0.0265,APO
0.791,0.340,20163899,"163899 (2003 SD220)",Y,17.56,0.2094,0.8279,0.655,8.55,1.308,275,0.753,0.0179,ATE
1.717,0.198,20164121,"164121 (2003 YT1)",Y,16.15,0.2921,1.11,0.786,44.06,0.8429,427,1.17,0.00145,APO
1.138,0.124,20164206,"164206 (2004 FN18)",N,17.67,0.4097,1.701,1.004,18.27,0.4443,810,2.22,0.112,APO
0.163,0.219,20164207,"164207 Cardea (2004 GU9)",Y,21.19,0.1359,1.001,0.865,13.65,0.984,366,1,0.00309,APO
0.9,,20168318,"168318 (1989 DA)",Y,18.91,0.5419,2.162,0.990,6.49,0.31,1.16e+03,3.18,0.0444,APO
0.841,0.509,20168378,"168378 (1997 ET30)",N,16.91,0.4495,2.137,1.176,6.81,0.3155,1.14e+03,3.12,0.204,AMO
0.316,0.405,20169352,"169352 (2001 UY16)",N,19.35,0.5197,2.083,1.000,32.28,0.3279,1.1e+03,3.01,0.121,APO
0.631,0.336,20172034,"172034 (2001 WR1)",N,17.84,0.2025,1.277,1.019,25.03,0.6828,527,1.44,0.0751,AMO
0.724,0.161,20173689,"173689 (2001 PK9)",N,18.25,0.3951,1.779,1.076,10.43,0.4152,867,2.37,0.113,AMO
1.196,0.072,20175706,"175706 (1996 FG3)",Y,18.30,0.3501,1.055,0.685,1.97,0.9098,396,1.08,0.0281,APO
1.039,0.020,20175921,"175921 (2000 DM1)",N,18.32,0.4840,1.369,0.706,20.71,0.6154,585,1.6,0.143,APO
2.039,0.117,20184990,"184990 (2006 KE89)",N,16.41,0.7990,1.053,0.212,45.12,0.9117,395,1.08,0.23,APO
0.629,0.339,20185716,"185716 (1998 SF35)",N,17.95,0.2739,1.685,1.224,35.19,0.4505,799,2.19,0.413,AMO
0.863,0.137,20185851,"185851 (2000 DP107)",Y,18.31,0.3767,1.365,0.851,8.67,0.618,583,1.59,0.0143,APO
0.430,0.199,20187040,"187040 (2005 JS108)",Y,19.20,0.3222,1.355,0.919,6.03,0.6246,576,1.58,0.0187,APO
1.451,0.121,20190119,"190119 (2004 VA64)",N,17.04,0.8896,2.47,0.273,29.73,0.2539,1.42e+03,3.88,0.299,APO
3.041,0.040,20190161,"190161 (2005 TJ174)",N,16.77,0.4525,2.239,1.226,3.98,0.2943,1.22e+03,3.35,0.23,AMO
1.045,0.234,20190166,"190166 (2005 UP156)",N,17.27,0.4715,2.115,1.118,4.21,0.3205,1.12e+03,3.08,0.127,AMO
1.244,0.055,20194268,"194268 (2001 UY4)",Y,18.33,0.7875,1.453,0.309,5.44,0.5629,640,1.75,0.0258,APO
0.916,0.353,20194386,"194386 (2001 VG5)",N,16.95,0.6138,2.301,0.889,13.69,0.2824,1.27e+03,3.49,0.114,APO
0.742,0.389,20198856,"198856 (2005 LR3)",N,17.00,0.3354,1.654,1.099,25.00,0.4634,777,2.13,0.139,AMO
0.553,0.210,20200754,"200754 (2001 WA25)",N,18.51,0.5170,1.756,0.848,15.51,0.4236,850,2.33,0.0963,APO
0.376,0.414,20206378,"206378 (2003 RB)",Y,18.76,0.4390,1.788,1.003,6.72,0.4121,873,2.39,0.0441,APO
0.423,0.161,20207945,"207945 (1991 JW)",Y,19.61,0.1186,1.039,0.916,8.71,0.9304,387,1.06,0.0204,APO
1.861,0.185,20209924,"209924 (2005 WS55)",N,16.29,0.4535,2.03,1.109,23.77,0.3409,1.06e+03,2.89,0.148,AMO
0.411,0.315,20211871,"211871 (2004 HO)",N,18.85,0.5115,1.847,0.902,7.88,0.3927,917,2.51,0.0614,APO
1.261,0.232,20212359,"212359 (2006 EV52)",N,16.72,0.7075,2.016,0.590,15.96,0.3444,1.05e+03,2.86,0.257,APO
2.423,0.250,20214088,"214088 (2004 JN13)",N,15.34,0.6903,2.888,0.895,13.35,0.2008,1.79e+03,4.91,0.134,APO
1.075,0.080,20215442,"215442 (2002 MQ3)",N,18.53,0.2742,0.9136,0.663,36.29,1.129,319,0.873,0.133,ATE
0.488,0.118,20215588,"215588 (2003 HF2)",Y,19.42,0.6755,1.114,0.361,3.05,0.8384,429,1.18,0.00304,APO
0.780,0.241,20215757,"215757 (2004 FU64)",N,17.88,0.3671,1.838,1.163,24.88,0.3956,910,2.49,0.341,AMO
1.4,,20217628,"217628 Lugh (1990 HA)",Y,16.68,0.7117,2.527,0.728,4.44,0.2454,1.47e+03,4.02,0.0341,APO
0.451,0.115,20218017,"218017 (2001 XV266)",N,19.82,0.1927,1.196,0.966,12.00,0.7531,478,1.31,0.105,APO
1.237,0.418,20218863,"218863 (2006 WO127)",N,16.35,0.5479,2.196,0.993,11.03,0.3028,1.19e+03,3.26,0.0739,APO
0.657,0.383,20219071,"219071 (1997 US9)",N,17.19,0.2821,1.053,0.756,20.02,0.9124,395,1.08,0.251,APO
0.609,0.208,20220124,"220124 (2002 TE66)",N,18.76,0.3779,1.457,0.906,51.35,0.5604,642,1.76,0.0948,APO
0.432,0.200,20221980,"221980 (1996 EO)",Y,19.11,0.4008,1.342,0.804,21.59,0.6343,568,1.55,0.0341,APO
1.651,0.094,20225416,"225416 (1999 YC)",N,17.36,0.8302,1.422,0.241,38.26,0.5813,619,1.7,0.249,APO
0.482,0.125,20226554,"226554 (2003 WR21)",Y,19.62,0.2614,1.118,0.826,9.27,0.8334,432,1.18,0.0309,APO
0.302,0.194,20228502,"228502 (2001 TE2)",N,20.41,0.1966,1.084,0.870,7.63,0.8739,412,1.13,0.0663,APO
1.166,0.150,20230118,"230118 (2001 DB3)",N,17.09,0.5595,2.684,1.182,24.49,0.2242,1.61e+03,4.4,0.441,AMO
0.217,0.216,20230549,"230549 (2003 BH)",Y,20.78,0.3562,1.457,0.938,13.11,0.5607,642,1.76,0.0281,APO
1.522,0.207,20230979,"230979 (2005 AT42)",N,16.58,0.6137,2.857,1.104,11.21,0.2041,1.76e+03,4.83,0.171,AMO
0.55,,20231937,"231937 (2001 FO32)",Y,17.58,0.8258,1.699,0.296,39.01,0.445,809,2.21,0.00346,APO
1.123,0.154,20232382,"232382 (2003 BT47)",N,17.24,0.4935,2.335,1.183,7.45,0.2763,1.3e+03,3.57,0.206,AMO
2.900,0.019,20234061,"234061 (1999 HE1)",N,17.70,0.5721,2.362,1.011,8.16,0.2714,1.33e+03,3.63,0.0519,APO
0.344,0.045,20234145,"234145 (2000 EW70)",Y,21.58,0.3213,0.9375,0.636,5.43,1.086,332,0.908,0.0101,ATE
0.344,0.493,20234341,"234341 (2001 FZ57)",N,18.93,0.6042,0.9442,0.374,20.67,1.074,335,0.918,0.157,ATE
1.024,0.168,20235086,"235086 (2003 HW11)",N,17.35,0.4658,2.352,1.256,7.40,0.2733,1.32e+03,3.61,0.247,AMO
1.136,0.042,20235756,"235756 (2004 VC)",Y,18.58,0.2589,1.133,0.840,39.14,0.8168,441,1.21,0.0351,APO
0.630,0.234,20237551,"237551 (2000 WQ19)",N,18.43,0.3470,1.406,0.918,34.27,0.591,609,1.67,0.193,APO
0.703,0.430,20237805,"237805 (2002 CF26)",N,17.40,0.3411,1.604,1.057,35.30,0.4851,742,2.03,0.0923,AMO
1.470,0.225,20238063,"238063 (2003 EG)",N,16.57,0.7137,1.738,0.498,31.79,0.4302,837,2.29,0.363,APO
0.328,0.312,20238456,"238456 (2004 RK)",N,19.43,0.3003,1.389,0.972,18.15,0.6022,598,1.64,0.165,APO
0.450,0.317,20239849,"239849 (1999 VO11)",N,18.65,0.6339,2.256,0.826,15.75,0.2909,1.24e+03,3.39,0.0707,APO
0.764,0.224,20241370,"241370 (2008 LW8)",N,17.42,0.3935,1.676,1.016,17.27,0.4544,792,2.17,0.142,APO
1.548,0.105,20241596,"241596 (1998 XM2)",N,17.24,0.3401,1.805,1.191,27.10,0.4064,886,2.43,0.414,AMO
0.898,0.200,20241662,"241662 (2000 KO44)",N,17.66,0.3884,1.83,1.119,28.62,0.3981,904,2.48,0.224,AMO
1.687,0.108,20242147,"242147 (2003 BH84)",N,17.03,0.7202,1.958,0.548,23.35,0.3596,1e+03,2.74,0.301,APO
0.605,0.334,20242187,"242187 (2003 KR18)",N,17.99,0.4801,2.347,1.220,5.58,0.2741,1.31e+03,3.6,0.234,AMO
0.370,0.334,20242191,"242191 (2003 NZ6)",N,19.02,0.4923,0.7934,0.403,18.25,1.395,258,0.707,0.0666,ATE
2.914,0.274,20242450,"242450 (2004 QY2)",Y,14.64,0.4771,1.084,0.567,37.03,0.8735,412,1.13,0.0479,APO
1.989,0.041,20242643,"242643 (2005 NZ6)",Y,17.39,0.8652,1.833,0.247,8.41,0.3971,907,2.48,0.00548,APO
2.123,0.139,20243025,"243025 (2006 UM216)",N,16.05,0.5237,2.674,1.274,15.89,0.2254,1.6e+03,4.37,0.314,AMO
0.912,0.280,20243147,"243147 (2007 TX18)",N,17.39,0.4156,2.137,1.249,7.36,0.3154,1.14e+03,3.12,0.234,AMO
0.881,0.091,20243566,"243566 (1995 SA)",Y,17.37,0.6417,2.462,0.882,19.58,0.2551,1.41e+03,3.86,0.0398,APO
0.495,0.235,20244977,"244977 (2004 BE68)",Y,18.36,0.4446,1.761,0.978,15.74,0.4218,853,2.34,0.0108,APO
0.588,0.269,20246138,"246138 (2007 OG3)",N,18.25,0.4814,2.165,1.123,1.69,0.3095,1.16e+03,3.18,0.12,AMO
1.655,0.033,20247156,"247156 (2000 YH29)",N,18.16,0.5272,2.218,1.049,21.85,0.2983,1.21e+03,3.3,0.271,AMO
0.269,0.357,20247517,"247517 (2002 QY6)",N,19.62,0.6991,0.8171,0.246,12.75,1.334,270,0.739,0.106,ATE
2.358,0.126,20248083,"248083 (2004 QU24)",N,16.13,0.6136,3.329,1.286,23.36,0.1623,2.22e+03,6.07,0.539,AMO
4.726,0.018,20248590,"248590 (2006 CS)",N,16.32,0.6969,2.916,0.884,52.31,0.198,1.82e+03,4.98,0.101,APO
2.907,0.040,20248926,"248926 (2006 WZ2)",N,17.13,0.3301,1.694,1.135,24.65,0.4468,806,2.21,0.276,AMO
