"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
,,3872626,"       (2019 SO7)",N,23.14,0.6270,2.824,1.054,8.34,0.2076,1.73e+03,4.75,0.0832,AMO
,,3872628,"       (2019 SV7)",N,22.20,0.6823,2.769,0.880,4.22,0.2139,1.68e+03,4.61,0.000834,APO
,,3872629,"       (2019 SW7)",N,22.10,0.4933,2.414,1.223,6.12,0.2627,1.37e+03,3.75,0.214,AMO
,,3872631,"       (2019 SC8)",N,23.50,0.5298,1.042,0.490,28.75,0.9262,389,1.06,0.0807,APO
,,3872632,"       (2019 SD8)",N,27.40,0.5026,1.761,0.876,3.72,0.4218,853,2.34,0.0036,APO
,,3872630,"       (2019 SE8)",N,26.94,0.7484,2.038,0.513,2.53,0.3387,1.06e+03,2.91,0.00431,APO
,,3872633,"       (2019 SF8)",N,23.33,0.4831,1.901,0.983,3.86,0.376,957,2.62,0.0431,APO
,,3872634,"       (2019 SH8)",N,23.50,0.5700,2.475,1.064,1.83,0.2532,1.42e+03,3.89,0.0729,AMO
,,3872635,"       (2019 SJ8)",N,24.50,0.3699,1.562,0.984,8.25,0.5047,713,1.95,0.0294,APO
,,3872638,"       (2019 SK8)",N,26.10,0.3314,1.356,0.907,8.96,0.6241,577,1.58,0.0241,APO
,,3872637,"       (2019 SL8)",N,25.90,0.3626,1.215,0.774,16.29,0.7359,489,1.34,0.0186,APO
,,3872636,"       (2019 SM8)",N,29.20,0.5185,1.533,0.738,4.64,0.5194,693,1.9,0.000906,APO
,,3872642,"       (2019 SO8)",N,26.70,0.3231,1.399,0.947,11.78,0.5957,604,1.65,0.0182,APO
,,3872643,"       (2019 SP8)",N,25.40,0.5255,2.203,1.045,4.99,0.3015,1.19e+03,3.27,0.0585,AMO
,,3872644,"       (2019 SQ8)",N,23.26,0.6739,2.307,0.752,2.89,0.2813,1.28e+03,3.5,0.01,APO
,,3872645,"       (2019 SR8)",N,25.50,0.5092,1.783,0.875,1.15,0.414,870,2.38,0.013,APO
,,3872646,"       (2019 SS8)",N,25.40,0.3178,1.617,1.103,10.74,0.4796,751,2.06,0.102,AMO
,,3873139,"       (2019 ST8)",N,25.39,0.7059,2.756,0.811,1.87,0.2154,1.67e+03,4.58,0.000839,APO
,,3873142,"       (2019 SU8)",N,21.90,0.6564,2.044,0.702,7.32,0.3372,1.07e+03,2.92,0.121,APO
,,3873140,"       (2019 SV8)",N,20.53,0.6501,1.673,0.586,14.90,0.4553,791,2.16,0.217,APO
,,3873141,"       (2019 SW8)",N,25.70,0.3710,1.615,1.016,1.28,0.48,750,2.05,0.00692,APO
,,3873143,"       (2019 SX8)",N,28.90,0.3827,1.53,0.944,4.88,0.5209,691,1.89,0.00185,APO
,,3873144,"       (2019 SY8)",N,25.05,0.2689,1.577,1.153,3.93,0.4976,724,1.98,0.151,AMO
,,3873147,"       (2019 SZ8)",N,26.20,0.0755,1.041,0.962,12.39,0.928,388,1.06,0.0168,APO
,,3873145,"       (2019 SA9)",N,26.80,0.6067,2.336,0.919,0.68,0.2761,1.3e+03,3.57,0.00797,APO
,,3873146,"       (2019 SB9)",N,28.10,0.2642,1.139,0.838,12.07,0.8109,444,1.22,0.00599,APO
,,3873148,"       (2019 SC9)",N,21.70,0.6221,2.815,1.064,3.70,0.2087,1.72e+03,4.72,0.0773,AMO
,,3873149,"       (2019 SE9)",N,25.16,0.1927,1.258,1.016,3.31,0.6982,516,1.41,0.0279,APO
,,3873150,"       (2019 SF9)",N,24.40,0.0953,1.056,0.956,27.24,0.9081,396,1.09,0.00442,APO
,,3873151,"       (2019 SG9)",N,25.01,0.7095,2.98,0.866,9.22,0.1916,1.88e+03,5.14,0.0156,APO
,,3873153,"       (2019 SH9)",N,27.80,0.5952,1.89,0.765,6.16,0.3795,949,2.6,0.00377,APO
,,3873152,"       (2019 SJ9)",N,27.10,0.3717,1.58,0.992,10.99,0.4965,725,1.99,0.0187,APO
,,3873154,"       (2019 SK9)",N,27.10,0.6924,2.532,0.779,3.31,0.2446,1.47e+03,4.03,0.00161,APO
,,3873155,"       (2019 ST9)",N,20.61,0.6067,1.667,0.656,29.84,0.4579,786,2.15,0.128,APO
,,3873160,"       (2019 SU9)",N,24.09,0.2723,1.512,1.100,2.63,0.5301,679,1.86,0.109,AMO
,,3873161,"       (2019 SV9)",N,25.40,0.6290,2.218,0.823,2.51,0.2983,1.21e+03,3.3,0.0161,APO
,,3873162,"       (2019 SW9)",N,24.50,0.1960,1.326,1.066,6.15,0.6458,557,1.53,0.0658,AMO
,,3873163,"       (2019 SX9)",N,25.10,0.0190,1.129,1.108,20.30,0.8212,438,1.2,0.109,AMO
,,3873194,"       (2019 SZ9)",N,24.40,0.2568,1.426,1.060,36.97,0.5787,622,1.7,0.138,AMO
,,3873195,"       (2019 SA10)",N,22.50,0.4980,2.58,1.295,5.11,0.2378,1.51e+03,4.14,0.305,AMO
,,3873197,"       (2019 SB10)",N,22.80,0.5447,2.722,1.239,3.44,0.2195,1.64e+03,4.49,0.253,AMO
,,3873199,"       (2019 SD10)",N,24.60,0.4475,1.341,0.741,15.91,0.6347,567,1.55,0.000203,APO
,,3873203,"       (2019 SK10)",N,20.21,0.4608,1.255,0.677,46.08,0.7011,513,1.41,0.32,APO
,,3873314,"       (2019 SM10)",N,25.10,0.4744,2.12,1.115,4.95,0.3192,1.13e+03,3.09,0.117,AMO
,,3873310,"       (2019 SN10)",N,21.42,0.5779,2.149,0.907,25.31,0.3129,1.15e+03,3.15,0.151,APO
,,3873311,"       (2019 SO10)",N,21.62,0.5666,2.908,1.260,13.67,0.1988,1.81e+03,4.96,0.342,AMO
,,3873312,"       (2019 SP10)",N,22.65,0.4154,2.161,1.264,7.91,0.3102,1.16e+03,3.18,0.272,AMO
,,3873313,"       (2019 SQ10)",N,25.30,0.3277,1.516,1.019,7.09,0.5281,682,1.87,0.0181,AMO
,,3873315,"       (2019 SR10)",N,24.90,0.5855,2.549,1.057,1.97,0.2422,1.49e+03,4.07,0.0597,AMO
,,3874051,"       (2019 SU10)",N,27.20,0.6165,2.594,0.995,16.41,0.2359,1.53e+03,4.18,0.00479,APO
,,3873327,"       (2019 SV10)",N,23.80,0.2168,1.37,1.073,21.48,0.6149,586,1.6,0.112,AMO
,,3874054,"       (2019 SW10)",N,23.38,0.5627,1.286,0.563,1.48,0.6755,533,1.46,0.0216,APO
,,3878583,"       (2019 SB11)",N,20.30,0.4597,2.336,1.262,5.57,0.276,1.3e+03,3.57,0.25,AMO
,,3878560,"       (2019 SC11)",N,23.20,0.7823,2.44,0.531,6.32,0.2586,1.39e+03,3.81,0.0222,APO
,,3878566,"       (2019 SD11)",N,23.48,0.5257,1.981,0.940,6.24,0.3535,1.02e+03,2.79,0.0118,APO
,,3879108,"       (2019 SE11)",N,25.74,0.5156,2.199,1.065,8.56,0.3023,1.19e+03,3.26,0.0716,AMO
,,54315109,"       (2019 SK203)",N,26.02,0.4671,1.37,0.730,2.78,0.6148,586,1.6,0.0141,APO
,,3873156,"       (2019 TA)",N,29.40,0.2414,1.246,0.945,3.46,0.7091,508,1.39,0.00204,APO
,,3873158,"       (2019 TB)",N,27.30,0.2123,1.195,0.941,0.48,0.7547,477,1.31,0.00592,APO
,,3873157,"       (2019 TC)",N,26.40,0.6243,2.755,1.035,16.44,0.2155,1.67e+03,4.57,0.037,AMO
,,3873159,"       (2019 TD)",N,29.20,0.5014,1.88,0.937,3.25,0.3824,942,2.58,0.000122,APO
,,3873164,"       (2019 TE)",N,28.00,0.6029,1.371,0.545,4.80,0.6139,586,1.61,0.00141,APO
,,3873196,"       (2019 TF)",N,27.60,0.1736,1.266,1.046,18.43,0.6918,520,1.42,0.046,AMO
,,3873198,"       (2019 TG)",N,24.70,0.2646,1.469,1.080,22.48,0.5538,650,1.78,0.106,AMO
,,3873201,"       (2019 TH)",N,25.70,0.4626,1.695,0.911,12.78,0.4468,806,2.21,0.0365,APO
,,3873202,"       (2019 TJ)",N,23.50,0.4764,1.646,0.862,8.34,0.4666,771,2.11,0.025,APO
,,3873204,"       (2019 TK)",N,28.10,0.5650,1.958,0.852,11.63,0.3598,1e+03,2.74,0.00116,APO
,,3873205,"       (2019 TL)",N,24.24,0.4175,1.828,1.065,6.21,0.3989,902,2.47,0.0677,AMO
,,3873207,"       (2019 TM)",N,25.00,0.5964,2.045,0.825,3.76,0.3371,1.07e+03,2.92,0.0132,APO
,,3873206,"       (2019 TN)",N,22.04,0.2452,1.238,0.935,16.88,0.7155,503,1.38,0.0107,APO
,,3873208,"       (2019 TO)",N,21.59,0.2704,1.526,1.114,24.32,0.5226,689,1.89,0.154,AMO
,,3873209,"       (2019 TP)",N,20.64,0.2270,1.664,1.287,27.34,0.4591,784,2.15,0.316,AMO
,,3873316,"       (2019 TQ)",N,24.70,0.4887,1.734,0.887,35.97,0.4316,834,2.28,0.0197,APO
,,3873317,"       (2019 TR)",N,25.60,0.4726,1.913,1.009,4.87,0.3725,966,2.65,0.0248,APO
,,3873318,"       (2019 TS)",N,25.60,0.3803,1.509,0.935,0.53,0.5316,677,1.85,0.00663,APO
,,3873320,"       (2019 TT)",N,24.80,0.3628,1.621,1.033,11.80,0.4774,754,2.06,0.0452,AMO
,,3873321,"       (2019 TU)",N,26.04,0.4265,1.502,0.861,0.71,0.5355,672,1.84,0.00067,APO
,,3873322,"       (2019 TV)",N,28.10,0.4980,1.914,0.961,6.69,0.3722,967,2.65,0.005,APO
,,3873319,"       (2019 TW)",N,27.78,0.2466,1.343,1.012,2.38,0.6333,568,1.56,0.00932,APO
,,3873323,"       (2019 TX)",N,28.70,0.3289,1.359,0.912,1.50,0.6224,578,1.58,0.000496,APO
,,3873324,"       (2019 TY)",N,22.83,0.6189,2.559,0.975,5.41,0.2408,1.5e+03,4.09,0.0735,APO
,,3873326,"       (2019 TZ)",N,26.60,0.3842,1.087,0.670,1.24,0.8692,414,1.13,0.0155,APO
,,3873325,"       (2019 TA1)",N,26.10,0.2636,1.305,0.961,7.99,0.6613,544,1.49,0.0382,APO
,,3873328,"       (2019 TC1)",N,27.29,0.5199,1.622,0.779,2.02,0.4772,754,2.07,0.00879,APO
,,3874055,"       (2019 TE1)",N,23.90,0.4618,2.136,1.150,22.46,0.3157,1.14e+03,3.12,0.168,AMO
,,3874056,"       (2019 TF1)",N,27.40,0.3404,1.335,0.881,1.24,0.6388,564,1.54,0.000197,APO
,,3874057,"       (2019 TK1)",N,24.08,0.2104,1.298,1.025,19.38,0.6667,540,1.48,0.0523,AMO
,,3878565,"       (2019 TM1)",N,24.20,0.1777,1.186,0.975,12.67,0.7628,472,1.29,0.0818,APO
,,3878557,"       (2019 TN1)",N,27.10,0.6127,2.596,1.005,2.82,0.2356,1.53e+03,4.18,0.0268,APO
,,3878558,"       (2019 TO1)",N,25.40,0.3420,1.461,0.962,1.93,0.558,645,1.77,0.0237,APO
,,3878564,"       (2019 TP1)",Y,21.18,0.2695,1.296,0.947,25.22,0.6682,539,1.48,0.033,APO
,,3878561,"       (2019 TS1)",N,24.26,0.2317,1.307,1.004,23.35,0.6593,546,1.49,0.135,APO
,,3878562,"       (2019 TT1)",N,26.10,0.4724,1.467,0.774,9.12,0.5544,649,1.78,0.00699,APO
,,3878567,"       (2019 TV1)",N,26.00,0.0788,1.096,1.010,16.76,0.8588,419,1.15,0.0428,APO
,,3878568,"       (2019 TW1)",N,27.92,0.5143,1.814,0.881,8.09,0.4033,893,2.44,0.00018,APO
,,3878569,"       (2019 TY1)",N,26.01,0.3659,1.65,1.046,8.30,0.4651,774,2.12,0.0473,AMO
,,3878570,"       (2019 TZ1)",N,24.00,0.3517,1.602,1.039,4.06,0.4859,741,2.03,0.0869,AMO
,,3878572,"       (2019 TA2)",N,24.94,0.2094,0.9438,0.746,9.50,1.075,335,0.917,0.0248,ATE
,,3878571,"       (2019 TB2)",N,20.70,0.4349,2.135,1.206,4.97,0.316,1.14e+03,3.12,0.198,AMO
,,3878573,"       (2019 TC2)",N,27.90,0.3580,1.282,0.823,8.50,0.6788,530,1.45,0.00201,APO
,,3878574,"       (2019 TE2)",N,25.50,0.5908,2.336,0.956,4.02,0.276,1.3e+03,3.57,0.00304,APO
,,3878577,"       (2019 TF2)",N,26.30,0.0797,1.043,0.960,2.41,0.9258,389,1.06,0.000836,APO
,,3878576,"       (2019 TG2)",N,24.00,0.3148,1.36,0.932,29.13,0.6215,579,1.59,0.045,APO
,,3878575,"       (2019 TH2)",N,26.50,0.4607,1.857,1.002,7.81,0.3894,925,2.53,0.0224,APO
,,3878578,"       (2019 TL2)",N,24.40,0.2073,1.391,1.103,9.04,0.6005,599,1.64,0.12,AMO
,,3878579,"       (2019 TM2)",N,24.20,0.2395,1.344,1.022,2.16,0.6323,569,1.56,0.034,AMO
,,3878580,"       (2019 TN2)",N,23.12,0.1362,1.194,1.031,29.55,0.7558,476,1.3,0.0837,AMO
,,3878581,"       (2019 TQ2)",N,24.80,0.6736,2.866,0.936,8.45,0.2031,1.77e+03,4.85,0.0288,APO
,,3878582,"       (2019 TR2)",N,23.40,0.6043,2.142,0.848,12.69,0.3143,1.15e+03,3.14,0.0334,APO
,,3878585,"       (2019 TS2)",N,25.59,0.3779,1.696,1.055,8.66,0.4461,807,2.21,0.0692,AMO
,,3878584,"       (2019 TT2)",N,26.80,0.5745,2.321,0.988,2.14,0.2787,1.29e+03,3.54,0.00775,APO
,,3878586,"       (2019 TU2)",N,26.40,0.3355,1.324,0.880,2.69,0.6468,557,1.52,0.00521,APO
,,3878587,"       (2019 TV2)",N,23.15,0.5771,2.331,0.986,6.02,0.277,1.3e+03,3.56,0.072,APO
,,3878588,"       (2019 TE3)",N,25.50,0.2348,0.838,0.641,23.12,1.285,280,0.767,0.0288,ATE
,,3878589,"       (2019 TF3)",N,28.00,0.2650,0.8135,0.598,3.65,1.343,268,0.734,0.000786,ATE
,,3878593,"       (2019 TK3)",N,19.35,0.6787,2.17,0.697,37.23,0.3082,1.17e+03,3.2,0.127,APO
,,3878592,"       (2019 TL3)",N,24.90,0.4437,1.782,0.992,21.29,0.4142,869,2.38,0.0213,APO
,,3878591,"       (2019 TM3)",N,27.60,0.1634,1.05,0.879,17.01,0.9157,393,1.08,0.00345,APO
,,3878595,"       (2019 TO3)",N,24.57,0.4278,1.738,0.995,11.78,0.4301,837,2.29,0.038,APO
,,3878596,"       (2019 TP3)",N,26.40,0.3693,1.559,0.983,11.36,0.5061,711,1.95,0.0114,APO
,,3878597,"       (2019 TQ3)",N,25.90,0.6390,1.916,0.692,9.40,0.3717,969,2.65,0.0234,APO
,,3878599,"       (2019 TV3)",N,23.20,0.4759,2.129,1.116,3.79,0.3173,1.13e+03,3.11,0.139,AMO
,,3878598,"       (2019 TW3)",N,22.60,0.4342,2.097,1.187,6.05,0.3245,1.11e+03,3.04,0.218,AMO
,,3878600,"       (2019 TA4)",N,20.34,0.6837,2.341,0.740,27.45,0.2752,1.31e+03,3.58,0.0531,APO
,,3878601,"       (2019 TB4)",N,24.12,0.1934,1.38,1.113,15.19,0.6078,592,1.62,0.125,AMO
,,3878603,"       (2019 TC4)",N,23.41,0.1559,1.299,1.096,22.35,0.6659,541,1.48,0.126,AMO
,,3878602,"       (2019 TJ4)",N,20.70,0.4630,2.173,1.167,7.17,0.3078,1.17e+03,3.2,0.171,AMO
,,3878604,"       (2019 TK4)",N,21.00,0.5318,2.721,1.274,30.65,0.2196,1.64e+03,4.49,0.277,AMO
,,3878605,"       (2019 TL4)",N,19.10,0.6806,3.028,0.967,15.93,0.1871,1.92e+03,5.27,0.212,APO
,,3878606,"       (2019 TM4)",N,24.00,0.6010,2.509,1.001,18.15,0.248,1.45e+03,3.97,0.0447,APO
,,3878607,"       (2019 TN4)",N,23.20,0.2570,1.382,1.027,2.74,0.6069,593,1.62,0.036,AMO
,,3878608,"       (2019 TO4)",N,24.10,0.4457,2.243,1.243,11.51,0.2934,1.23e+03,3.36,0.255,AMO
,,3878609,"       (2019 TP4)",N,26.40,0.2691,1.339,0.979,6.06,0.6361,566,1.55,0.0269,APO
,,3878610,"       (2019 TQ4)",N,20.98,0.4060,1.041,0.618,43.94,0.9284,388,1.06,0.203,APO
,,3878612,"       (2019 TR4)",N,26.91,0.1838,1.193,0.974,4.48,0.7564,476,1.3,0.026,APO
,,3878611,"       (2019 TS4)",N,22.49,0.5751,2.465,1.047,4.88,0.2547,1.41e+03,3.87,0.0682,AMO
,,3878613,"       (2019 TZ4)",N,19.45,0.5369,2.686,1.244,25.00,0.2239,1.61e+03,4.4,0.482,AMO
,,3878614,"       (2019 TD5)",N,24.90,0.2650,1.672,1.229,4.68,0.4561,789,2.16,0.235,AMO
,,3878615,"       (2019 TG5)",N,20.84,0.2992,1.755,1.230,16.07,0.424,849,2.32,0.355,AMO
,,3878616,"       (2019 TH5)",N,24.70,0.2182,1.297,1.014,19.08,0.6676,539,1.48,0.0807,APO
,,3878617,"       (2019 TJ5)",N,26.70,0.6483,2.601,0.915,2.69,0.235,1.53e+03,4.19,0.00394,APO
,,3878618,"       (2019 TK5)",N,27.46,0.2003,1.021,0.817,1.50,0.9554,377,1.03,0.00121,APO
,,3878619,"       (2019 TN5)",N,28.30,0.6172,2.348,0.899,0.80,0.2739,1.31e+03,3.6,0.000322,APO
,,3878620,"       (2019 TO5)",N,24.92,0.2597,1.349,0.998,35.73,0.6293,572,1.57,0.0792,APO
,,3878621,"       (2019 TP5)",N,25.20,0.6626,1.896,0.640,8.79,0.3776,953,2.61,0.00532,APO
,,3878622,"       (2019 TS5)",N,25.10,0.4003,1.38,0.828,12.38,0.6077,592,1.62,0.0563,APO
,,3878623,"       (2019 TU5)",N,24.60,0.7377,2.527,0.663,8.36,0.2454,1.47e+03,4.02,0.0381,APO
,,3878624,"       (2019 TV5)",N,25.40,0.4591,1.463,0.792,22.32,0.5568,647,1.77,0.0578,APO
,,3878625,"       (2019 TZ5)",N,22.00,0.2939,1.775,1.253,17.52,0.4167,864,2.37,0.275,AMO
,,3878626,"       (2019 TA6)",N,23.93,0.2937,1.541,1.089,20.20,0.5152,699,1.91,0.0909,AMO
,,3879134,"       (2019 TG6)",N,21.48,0.2739,1.563,1.135,6.43,0.5042,714,1.95,0.15,AMO
,,3879136,"       (2019 TJ6)",N,24.28,0.4468,1.949,1.078,10.08,0.3623,994,2.72,0.103,AMO
,,3879137,"       (2019 TK6)",N,22.64,0.4256,1.169,0.671,4.62,0.7799,462,1.26,0.0506,APO
,,3879138,"       (2019 TL6)",N,22.59,0.5083,0.8107,0.399,25.32,1.35,267,0.73,0.137,ATE
,,3879139,"       (2019 TM6)",N,20.50,0.6106,2.23,0.868,7.88,0.2961,1.22e+03,3.33,0.0572,APO
,,3879140,"       (2019 TO6)",N,28.70,0.3884,1.639,1.003,1.35,0.4696,767,2.1,0.00731,APO
,,3879142,"       (2019 TP6)",N,22.73,0.4210,2.142,1.240,12.30,0.3144,1.15e+03,3.14,0.244,AMO
,,3879141,"       (2019 TQ6)",N,23.40,0.5152,2.123,1.029,20.14,0.3186,1.13e+03,3.09,0.14,AMO
,,3879143,"       (2019 TR6)",N,25.20,0.5210,2.084,0.998,8.87,0.3275,1.1e+03,3.01,0.0439,APO
,,3879162,"       (2019 TV6)",N,25.60,0.6192,2.517,0.958,1.97,0.2468,1.46e+03,3.99,0.0114,APO
,,3879164,"       (2019 TW6)",N,26.60,0.1126,1.098,0.974,9.05,0.857,420,1.15,0.0309,APO
,,3879163,"       (2019 TX6)",N,22.40,0.3634,1.513,0.963,4.02,0.5294,680,1.86,0.049,APO
,,3879165,"       (2019 TY6)",N,25.04,0.2436,1.313,0.993,24.46,0.6553,549,1.5,0.0853,APO
,,3879168,"       (2019 TZ6)",N,27.70,0.3530,1.009,0.653,10.79,0.9729,370,1.01,0.00237,APO
,,3879167,"       (2019 TA7)",N,26.30,0.4538,0.7558,0.413,4.03,1.5,240,0.657,0.00936,ATE
,,3879166,"       (2019 TB7)",N,26.80,0.1309,0.8943,0.777,10.00,1.165,309,0.846,0.00953,ATE
,,3879169,"       (2019 TF7)",N,17.92,0.5802,2.722,1.143,22.28,0.2195,1.64e+03,4.49,0.249,AMO
,,3879170,"       (2019 TG7)",N,26.00,0.5042,2.047,1.015,5.68,0.3364,1.07e+03,2.93,0.0235,APO
,,3879171,"       (2019 TH7)",N,20.70,0.5148,2.32,1.126,4.47,0.2789,1.29e+03,3.53,0.164,AMO
,,3879188,"       (2019 TM7)",N,23.90,0.7377,1.861,0.488,8.41,0.3882,927,2.54,0.0177,APO
,,3879189,"       (2019 TR7)",N,21.00,0.4197,2.24,1.300,23.87,0.2941,1.22e+03,3.35,0.357,AMO
,,3879190,"       (2019 TS7)",N,25.30,0.2648,1.35,0.993,28.56,0.6283,573,1.57,0.0434,APO
,,3879191,"       (2019 TT7)",N,22.50,0.4372,2.233,1.257,4.86,0.2953,1.22e+03,3.34,0.264,AMO
,,3879215,"       (2019 TB8)",N,21.40,0.5275,1.902,0.899,11.74,0.3758,958,2.62,0.0803,APO
,,3879288,"       (2019 TD8)",N,24.50,0.5457,2.318,1.053,7.26,0.2792,1.29e+03,3.53,0.0447,AMO
,,3986684,"       (2019 TV33)",N,21.67,0.2965,1.748,1.230,7.71,0.4264,844,2.31,0.268,AMO
,,3879219,"       (2019 UB)",N,23.20,0.5597,2.14,0.942,23.83,0.3149,1.14e+03,3.13,0.0103,APO
,,3879220,"       (2019 UC)",N,24.12,0.4083,1.494,0.884,2.69,0.5397,667,1.83,0.00745,APO
,,3879225,"       (2019 UD)",N,26.94,0.1647,0.8825,0.737,1.68,1.189,303,0.829,0.00813,ATE
,,3879229,"       (2019 UG)",N,28.10,0.4573,1.516,0.823,0.33,0.5281,682,1.87,0.00198,APO
