"diameter","albedo","spkid","full_name","pha","H","e","a","q","i","n","per","per_y","moid","class"
,,54431989,"       (2024 FQ3)",N,27.35,0.7139,2.481,0.710,3.17,0.2522,1.43e+03,3.91,0.00389,APO
,,54431991,"       (2024 FR3)",N,25.70,0.3942,1.401,0.849,1.33,0.5943,606,1.66,0.00431,APO
,,54432216,"       (2024 FX3)",N,25.50,0.5723,2.13,0.911,5.65,0.317,1.14e+03,3.11,0.022,APO
,,54432215,"       (2024 FY3)",N,23.58,0.4797,1.703,0.886,5.44,0.4435,812,2.22,0.0405,APO
,,54432218,"       (2024 FZ3)",N,25.28,0.6074,2.659,1.044,5.79,0.2273,1.58e+03,4.34,0.0617,AMO
,,54432221,"       (2024 FB4)",N,21.11,0.5304,2.222,1.043,30.21,0.2976,1.21e+03,3.31,0.343,AMO
,,54432220,"       (2024 FC4)",N,25.09,0.5601,2.048,0.901,5.31,0.3362,1.07e+03,2.93,0.0121,APO
,,54432223,"       (2024 FD4)",N,27.36,0.1689,1.219,1.013,6.27,0.7324,492,1.35,0.0109,APO
,,54432225,"       (2024 FE4)",N,24.60,0.5093,2.17,1.065,2.54,0.3083,1.17e+03,3.2,0.0788,AMO
,,54432231,"       (2024 FF4)",N,24.20,0.5926,2.048,0.834,2.67,0.3363,1.07e+03,2.93,0.00401,APO
,,54432232,"       (2024 FG4)",N,25.26,0.3204,1.549,1.053,13.65,0.5113,704,1.93,0.0604,AMO
,,54432233,"       (2024 FH4)",N,25.84,0.6452,2.558,0.908,5.82,0.2409,1.49e+03,4.09,0.00238,APO
,,54432234,"       (2024 FJ4)",N,25.28,0.5990,2.536,1.017,6.51,0.2441,1.47e+03,4.04,0.0256,APO
,,54432245,"       (2024 FL4)",N,21.61,0.5595,2.419,1.065,15.59,0.262,1.37e+03,3.76,0.0937,AMO
,,54432336,"       (2024 FR4)",N,25.86,0.3441,0.9538,0.626,10.94,1.058,340,0.931,0.0345,ATE
,,54432337,"       (2024 FS4)",N,25.91,0.4746,1.823,0.958,4.64,0.4004,899,2.46,0.0279,APO
,,54432338,"       (2024 FT4)",N,26.13,0.2804,1.419,1.021,5.65,0.5829,618,1.69,0.0485,AMO
,,54432340,"       (2024 FU4)",N,25.52,0.5338,2.214,1.032,2.33,0.2993,1.2e+03,3.29,0.0259,AMO
,,54432341,"       (2024 FY4)",N,23.29,0.5580,2.803,1.239,5.01,0.21,1.71e+03,4.69,0.251,AMO
,,54432457,"       (2024 FD5)",N,25.83,0.6562,2.027,0.697,3.33,0.3415,1.05e+03,2.89,0.000472,APO
,,54432460,"       (2024 FE5)",N,23.25,0.3495,1.776,1.155,15.90,0.4166,864,2.37,0.157,AMO
,,54432462,"       (2024 FF5)",N,23.39,0.3592,1.524,0.977,23.25,0.5237,687,1.88,0.103,APO
,,54432463,"       (2024 FG5)",N,25.04,0.5809,2.34,0.981,1.83,0.2753,1.31e+03,3.58,0.0221,APO
,,54432464,"       (2024 FH5)",N,25.09,0.5806,2.531,1.061,12.07,0.2448,1.47e+03,4.03,0.0659,AMO
,,54432466,"       (2024 FJ5)",N,23.45,0.1867,1.266,1.029,5.54,0.6922,520,1.42,0.0643,AMO
,,54432467,"       (2024 FK5)",N,27.27,0.3675,1.502,0.950,11.67,0.5352,673,1.84,0.00951,APO
,,54432468,"       (2024 FL5)",N,21.32,0.7151,1.864,0.531,15.90,0.3874,929,2.54,0.244,APO
,,54432470,"       (2024 FM5)",N,22.87,0.2586,1.708,1.266,12.59,0.4417,815,2.23,0.276,AMO
,,54432471,"       (2024 FN5)",N,21.32,0.4237,1.448,0.835,36.13,0.5655,637,1.74,0.121,APO
,,54432475,"       (2024 FQ5)",N,30.98,0.1413,1.002,0.861,10.35,0.982,367,1,2.97e-05,APO
,,54432476,"       (2024 FR5)",N,24.33,0.3332,1.504,1.003,1.90,0.5344,674,1.84,0.00339,APO
,,54432839,"       (2024 FS5)",N,24.75,0.7687,1.966,0.455,4.01,0.3574,1.01e+03,2.76,7.07e-05,APO
,,54432970,"       (2024 FC6)",N,23.45,0.4802,2.132,1.108,9.46,0.3165,1.14e+03,3.11,0.119,AMO
,,54433101,"       (2024 FG6)",N,22.46,0.2270,1.533,1.185,11.10,0.5193,693,1.9,0.19,AMO
,,54442146,"       (2024 FP17)",N,22.30,0.4720,2.274,1.200,26.35,0.2875,1.25e+03,3.43,0.251,AMO
,,54432217,"       (2024 GA)",N,27.65,0.2096,1.278,1.010,2.47,0.6824,528,1.44,0.00972,APO
,,54432222,"       (2024 GB)",N,24.25,0.2445,1.334,1.007,15.17,0.64,562,1.54,0.0216,APO
,,54432219,"       (2024 GC)",N,24.91,0.3648,1.617,1.027,8.96,0.4795,751,2.06,0.0745,AMO
,,54432224,"       (2024 GD)",N,24.95,0.5573,2.023,0.896,6.02,0.3424,1.05e+03,2.88,0.000753,APO
,,54432239,"       (2024 GE)",N,25.73,0.4232,1.844,1.063,10.08,0.3937,914,2.5,0.0666,AMO
,,54432246,"       (2024 GF)",N,27.06,0.2429,1.292,0.978,6.42,0.6714,536,1.47,0.00964,APO
,,54432248,"       (2024 GG)",N,26.79,0.3834,1.682,1.037,5.06,0.4517,797,2.18,0.0349,AMO
,,54432247,"       (2024 GH)",N,26.17,0.3870,1.527,0.936,11.16,0.5224,689,1.89,0.0355,APO
,,54432339,"       (2024 GJ)",N,19.77,0.5550,2.678,1.192,25.87,0.2249,1.6e+03,4.38,0.424,AMO
,,54432454,"       (2024 GL)",N,24.91,0.5575,1.331,0.589,8.20,0.6418,561,1.54,0.00852,APO
,,54432455,"       (2024 GM)",N,23.03,0.5655,2.189,0.951,10.62,0.3044,1.18e+03,3.24,0.0118,APO
,,54432456,"       (2024 GN)",N,24.52,0.3825,1.686,1.041,14.86,0.45,800,2.19,0.0658,AMO
,,54432458,"       (2024 GO)",N,26.58,0.8406,2.115,0.337,1.27,0.3205,1.12e+03,3.07,0.00441,APO
,,54432459,"       (2024 GP)",N,23.34,0.3493,1.065,0.693,11.39,0.8962,402,1.1,0.0315,APO
,,54432461,"       (2024 GQ)",N,27.24,0.2397,1.254,0.953,15.37,0.7021,513,1.4,0.0124,APO
,,54432465,"       (2024 GR)",N,27.75,0.0969,1.046,0.945,3.35,0.9215,391,1.07,0.0202,APO
,,54432469,"       (2024 GS)",N,26.64,0.5526,2.16,0.967,3.92,0.3104,1.16e+03,3.18,0.0219,APO
,,54432472,"       (2024 GT)",N,23.48,0.6134,2.79,1.079,9.38,0.2115,1.7e+03,4.66,0.124,AMO
,,54432473,"       (2024 GV)",N,24.17,0.6175,2.697,1.032,3.27,0.2225,1.62e+03,4.43,0.0357,AMO
,,54432474,"       (2024 GW)",N,25.68,0.3957,1.537,0.929,3.32,0.5171,696,1.91,0.0284,APO
,,54432477,"       (2024 GX)",N,23.59,0.7669,1.599,0.373,46.63,0.4875,738,2.02,0.103,APO
,,54432837,"       (2024 GY)",Y,21.66,0.6096,1.529,0.597,3.53,0.5215,690,1.89,0.00825,APO
,,54432838,"       (2024 GZ)",N,26.46,0.3938,1.733,1.051,4.96,0.4319,833,2.28,0.0503,AMO
,,54432841,"       (2024 GA1)",N,24.11,0.5510,1.087,0.488,11.86,0.8695,414,1.13,0.0146,APO
,,54432842,"       (2024 GB1)",N,26.64,0.1675,1.279,1.065,7.47,0.6814,528,1.45,0.0768,AMO
,,54432843,"       (2024 GC1)",N,25.00,0.1745,1.256,1.037,25.48,0.7002,514,1.41,0.0948,AMO
,,54432844,"       (2024 GD1)",N,24.75,0.5244,2.105,1.001,7.81,0.3226,1.12e+03,3.06,0.0645,APO
,,54432968,"       (2024 GE1)",N,23.09,0.5132,2.546,1.239,0.20,0.2427,1.48e+03,4.06,0.229,AMO
,,54432969,"       (2024 GF1)",N,24.51,0.1856,1.088,0.886,24.74,0.8679,415,1.14,0.0277,APO
,,54432972,"       (2024 GG1)",N,22.10,0.4293,1.568,0.895,9.32,0.5021,717,1.96,0.0892,APO
,,54432971,"       (2024 GH1)",N,28.23,0.5360,2.062,0.957,1.75,0.3329,1.08e+03,2.96,0.00395,APO
,,54433096,"       (2024 GJ1)",N,25.84,0.3692,1.544,0.974,16.02,0.5137,701,1.92,0.0214,APO
,,54433097,"       (2024 GL1)",N,25.48,0.1592,1.055,0.887,3.35,0.9091,396,1.08,0.00683,APO
,,54433099,"       (2024 GM1)",N,25.61,0.2604,1.162,0.860,13.69,0.7865,458,1.25,6.46e-05,APO
,,54433100,"       (2024 GN1)",N,26.29,0.3311,1.15,0.769,17.68,0.7995,450,1.23,0.00723,APO
,,54433098,"       (2024 GO1)",N,27.23,0.5337,2.108,0.983,0.16,0.3221,1.12e+03,3.06,0.000703,APO
,,54433105,"       (2024 GP1)",N,22.83,0.2928,1.205,0.852,14.44,0.745,483,1.32,0.0528,APO
,,54433104,"       (2024 GQ1)",N,28.53,0.5830,2.121,0.885,7.71,0.3191,1.13e+03,3.09,0.000655,APO
,,54433103,"       (2024 GR1)",N,24.13,0.4951,2.01,1.015,5.88,0.3458,1.04e+03,2.85,0.0291,APO
,,54433102,"       (2024 GS1)",N,24.30,0.2907,1.507,1.069,33.64,0.5328,676,1.85,0.135,AMO
,,54433325,"       (2024 GT1)",N,24.05,0.1884,1.248,1.013,27.81,0.7069,509,1.39,0.155,APO
,,54433327,"       (2024 GZ1)",N,26.88,0.3709,1.398,0.879,16.06,0.5963,604,1.65,0.0258,APO
,,54433328,"       (2024 GA2)",N,25.37,0.6027,2.25,0.894,8.07,0.2919,1.23e+03,3.38,0.0323,APO
,,54433330,"       (2024 GC2)",N,25.11,0.2553,1.284,0.956,27.19,0.6775,531,1.45,0.0796,APO
,,54433329,"       (2024 GD2)",N,25.55,0.0859,1.021,0.934,3.97,0.9547,377,1.03,0.0348,APO
,,54433331,"       (2024 GE2)",N,27.97,0.1538,0.9723,0.823,4.53,1.028,350,0.959,0.011,ATE
,,54433332,"       (2024 GF2)",N,21.95,0.7081,2.851,0.832,12.00,0.2048,1.76e+03,4.81,0.0502,APO
,,54433333,"       (2024 GG2)",N,24.23,0.3552,0.8927,0.576,25.79,1.169,308,0.843,0.118,ATE
,,54433334,"       (2024 GJ2)",N,30.37,0.4024,1.067,0.637,1.02,0.8948,402,1.1,5.6e-05,APO
,,54433336,"       (2024 GK2)",N,25.89,0.5766,2.452,1.038,1.37,0.2567,1.4e+03,3.84,0.0274,AMO
,,54433335,"       (2024 GL2)",N,27.27,0.4991,1.989,0.996,5.23,0.3513,1.02e+03,2.81,0.0236,APO
,,54433337,"       (2024 GM2)",N,23.20,0.1313,1.058,0.919,28.92,0.9062,397,1.09,0.0732,APO
,,54433553,"       (2024 GN2)",N,26.30,0.6283,1.777,0.660,1.23,0.4162,865,2.37,0.00303,APO
,,54433554,"       (2024 GP2)",N,26.32,0.4903,1.584,0.807,13.08,0.4944,728,1.99,0.00898,APO
,,54433555,"       (2024 GR2)",N,21.97,0.5141,1.648,0.801,22.44,0.4658,773,2.12,0.12,APO
,,54433556,"       (2024 GS2)",N,23.86,0.5097,2.073,1.016,12.81,0.3302,1.09e+03,2.99,0.0887,APO
,,54433557,"       (2024 GT2)",N,27.43,0.4681,1.885,1.003,1.19,0.3808,945,2.59,0.00341,APO
,,54433558,"       (2024 GU2)",N,25.32,0.4326,1.856,1.053,4.87,0.3897,924,2.53,0.0693,AMO
,,54433559,"       (2024 GV2)",N,29.18,0.2203,1.253,0.977,1.76,0.7024,513,1.4,7.14e-05,APO
,,54433560,"       (2024 GW2)",N,23.61,0.1739,1.362,1.125,36.96,0.6204,580,1.59,0.17,AMO
,,54433561,"       (2024 GX2)",N,23.90,0.1805,1.101,0.902,6.94,0.8533,422,1.16,0.0229,APO
,,54433562,"       (2024 GZ2)",N,24.18,0.6140,2.771,1.070,8.18,0.2136,1.69e+03,4.61,0.0839,AMO
,,54433563,"       (2024 GA3)",N,23.68,0.4567,2.253,1.224,11.41,0.2915,1.23e+03,3.38,0.264,AMO
,,54433565,"       (2024 GB3)",N,24.47,0.5863,1.491,0.617,4.01,0.5411,665,1.82,0.0293,APO
,,54433566,"       (2024 GC3)",N,25.13,0.0488,1.113,1.058,6.66,0.8397,429,1.17,0.0907,AMO
,,54433567,"       (2024 GD3)",N,26.09,0.3717,1.195,0.751,9.98,0.7548,477,1.31,0.00644,APO
,,54433568,"       (2024 GE3)",N,26.08,0.2513,1.016,0.761,1.78,0.9626,374,1.02,0.00415,APO
,,54433569,"       (2024 GF3)",N,25.72,0.3578,1.381,0.887,18.12,0.607,593,1.62,0.0267,APO
,,54433730,"       (2024 GS3)",N,25.34,0.5346,2.019,0.939,4.68,0.3437,1.05e+03,2.87,0.0117,APO
,,54433731,"       (2024 GT3)",N,24.48,0.0834,1.029,0.943,15.69,0.944,381,1.04,0.0104,APO
,,54433733,"       (2024 GU3)",N,25.79,0.0881,0.946,0.863,14.70,1.071,336,0.92,0.023,ATE
,,54433732,"       (2024 GV3)",N,28.62,0.4902,1.755,0.894,0.19,0.424,849,2.32,0.00154,APO
,,54433735,"       (2024 GW3)",N,24.77,0.4568,1.397,0.759,5.46,0.5969,603,1.65,0.05,APO
,,54433736,"       (2024 GX3)",N,29.71,0.2967,1.109,0.780,9.26,0.8438,427,1.17,0.000963,APO
,,54433734,"       (2024 GY3)",N,23.80,0.8464,2.509,0.385,7.32,0.2481,1.45e+03,3.97,0.00961,APO
,,54433737,"       (2024 GZ3)",N,23.23,0.2374,1.353,1.032,26.85,0.6265,575,1.57,0.0994,AMO
,,54433738,"       (2024 GA4)",N,22.15,0.5849,2.083,0.864,9.12,0.3279,1.1e+03,3.01,0.109,APO
,,54433739,"       (2024 GB4)",N,25.83,0.2353,1.099,0.840,9.08,0.8559,421,1.15,0.00664,APO
,,54433740,"       (2024 GD4)",N,20.27,0.5103,2.615,1.280,31.08,0.2331,1.54e+03,4.23,0.342,AMO
,,54433741,"       (2024 GE4)",N,24.67,0.3296,1.392,0.933,6.30,0.6,600,1.64,0.0254,APO
,,54433742,"       (2024 GF4)",N,23.24,0.1053,1.336,1.195,5.62,0.6386,564,1.54,0.185,AMO
,,54433943,"       (2024 GH4)",N,22.32,0.2632,1.646,1.213,12.86,0.4668,771,2.11,0.284,AMO
,,54433944,"       (2024 GJ4)",N,23.48,0.1648,1.436,1.200,21.98,0.5725,629,1.72,0.227,AMO
,,54433945,"       (2024 GO4)",N,22.19,0.3610,1.952,1.247,11.41,0.3615,996,2.73,0.284,AMO
,,54433946,"       (2024 GQ4)",N,24.32,0.5525,2.464,1.102,11.79,0.2549,1.41e+03,3.87,0.104,AMO
,,54433947,"       (2024 GS4)",N,25.12,0.6317,2.429,0.895,1.91,0.2604,1.38e+03,3.79,0.0223,APO
,,54433949,"       (2024 GV4)",N,21.40,0.3318,1.806,1.207,9.11,0.4061,886,2.43,0.208,AMO
,,54433950,"       (2024 GW4)",N,28.93,0.5671,2.139,0.926,11.13,0.315,1.14e+03,3.13,0.000388,APO
,,54433951,"       (2024 GY4)",N,29.55,0.5033,1.921,0.954,6.00,0.3701,973,2.66,0.000799,APO
,,54434073,"       (2024 GC5)",N,20.08,0.5072,2.453,1.209,10.14,0.2565,1.4e+03,3.84,0.198,AMO
,,54434074,"       (2024 GD5)",N,26.93,0.1980,0.9053,0.726,1.07,1.144,315,0.861,0.00775,ATE
,,54434075,"       (2024 GE5)",N,26.24,0.1245,1.156,1.012,13.82,0.7929,454,1.24,0.0516,APO
,,54434076,"       (2024 GF5)",N,27.31,0.4038,1.707,1.018,8.63,0.4418,815,2.23,0.0238,AMO
,,54434077,"       (2024 GG5)",N,23.10,0.5699,2.996,1.289,3.35,0.1901,1.89e+03,5.19,0.277,AMO
,,54434078,"       (2024 GJ5)",N,26.73,0.2126,0.908,0.715,13.65,1.139,316,0.865,0.0118,ATE
,,54434079,"       (2024 GK5)",N,24.84,0.2009,0.9047,0.723,3.98,1.145,314,0.861,0.0274,ATE
,,54434080,"       (2024 GL5)",N,25.69,0.3671,1.17,0.740,10.46,0.7792,462,1.26,0.0194,APO
,,54434081,"       (2024 GM5)",N,27.81,0.1962,0.927,0.745,3.65,1.104,326,0.892,0.00243,ATE
,,54434082,"       (2024 GN5)",N,25.23,0.1714,1.24,1.027,2.75,0.7138,504,1.38,0.0136,AMO
,,54434339,"       (2024 GP5)",N,24.83,0.3943,1.517,0.919,32.66,0.5276,682,1.87,0.0354,APO
,,54434340,"       (2024 GQ5)",N,23.83,0.2737,1.425,1.035,34.82,0.5794,621,1.7,0.173,AMO
,,54434341,"       (2024 GR5)",N,23.56,0.5714,2.601,1.115,14.74,0.2349,1.53e+03,4.2,0.124,AMO
,,54434342,"       (2024 GS5)",N,26.01,0.4238,1.566,0.902,28.44,0.5029,716,1.96,0.00465,APO
,,54434343,"       (2024 GY5)",N,27.96,0.5865,1.775,0.734,5.79,0.4168,864,2.36,0.00479,APO
,,54434347,"       (2024 GZ5)",N,30.30,0.1122,1.048,0.930,0.81,0.919,392,1.07,9.73e-06,APO
,,54434344,"       (2024 GA6)",N,27.43,0.3407,1.533,1.011,9.36,0.5193,693,1.9,0.00526,APO
,,54434345,"       (2024 GB6)",N,27.28,0.2494,1.34,1.006,6.53,0.6353,567,1.55,0.00703,APO
,,54434346,"       (2024 GC6)",N,25.77,0.5593,2.106,0.928,12.38,0.3224,1.12e+03,3.06,0.0195,APO
,,54434348,"       (2024 GD6)",N,20.57,0.6137,1.526,0.590,15.19,0.5227,689,1.89,0.251,APO
,,54434349,"       (2024 GE6)",N,24.63,0.0210,1.026,1.004,6.18,0.9485,380,1.04,0.0181,APO
,,54434536,"       (2024 GF6)",N,26.85,0.3361,1.461,0.970,9.44,0.5579,645,1.77,0.00274,APO
,,54434537,"       (2024 GG6)",N,25.26,0.1052,1.145,1.025,19.83,0.8043,448,1.23,0.021,AMO
,,54434538,"       (2024 GH6)",N,20.70,0.5130,2.377,1.157,19.34,0.269,1.34e+03,3.66,0.181,AMO
,,54434539,"       (2024 GJ6)",N,28.05,0.3607,1.527,0.976,8.15,0.5221,689,1.89,0.000788,APO
,,54434540,"       (2024 GK6)",N,26.79,0.2156,1.177,0.923,11.28,0.7718,466,1.28,0.0175,APO
,,54434762,"       (2024 GL6)",N,22.59,0.4622,1.681,0.904,24.76,0.4524,796,2.18,0.164,APO
,,54434764,"       (2024 GN6)",N,20.11,0.2998,1.84,1.288,24.87,0.395,911,2.5,0.455,AMO
,,54434766,"       (2024 GO6)",N,24.35,0.2657,1.221,0.897,4.47,0.7303,493,1.35,0.0557,APO
,,54434767,"       (2024 GP6)",N,22.79,0.2712,1.514,1.104,18.66,0.5289,681,1.86,0.107,AMO
,,54435000,"       (2024 GQ6)",N,20.28,0.7542,2.786,0.685,10.75,0.2119,1.7e+03,4.65,0.0539,APO
,,54435730,"       (2024 GP7)",N,27.68,0.2627,1.388,1.024,1.42,0.6025,598,1.64,0.0174,AMO
,,54435731,"       (2024 GQ7)",N,23.11,0.4772,2.015,1.054,16.82,0.3445,1.05e+03,2.86,0.0574,AMO
,,54466222,"       (A/2024 G8)",N,20.30,0.9919,144.3,1.172,97.41,0.0005686,6.33e+05,1.73e+03,0.573,AMO
,,54438499,"       (2024 GG9)",N,23.35,0.5152,2.257,1.094,12.40,0.2907,1.24e+03,3.39,0.175,AMO
,,54438500,"       (2024 GH9)",N,22.89,0.7015,2.806,0.838,16.12,0.2097,1.72e+03,4.7,0.0786,APO
,,54438662,"       (2024 GT9)",N,23.50,0.4513,1.871,1.026,9.01,0.3853,934,2.56,0.0906,AMO
,,54440316,"       (2024 GB15)",N,26.95,0.0437,1.092,1.045,0.90,0.8634,417,1.14,0.0429,AMO
,,54434763,"       (2024 HA)",N,31.77,0.5625,1.048,0.458,0.52,0.9191,392,1.07,4.22e-05,APO
,,54434765,"       (2024 HB)",N,27.99,0.3365,1.012,0.672,13.95,0.9676,372,1.02,0.000437,APO
,,54434768,"       (2024 HC)",N,27.44,0.0904,0.9417,0.857,0.86,1.079,334,0.914,0.00889,ATE
,,54434769,"       (2024 HD)",N,27.03,0.2991,1.438,1.008,5.06,0.5715,630,1.72,0.011,APO
,,54434770,"       (2024 HE)",N,27.24,0.6164,2.028,0.778,6.46,0.3412,1.06e+03,2.89,0.00598,APO
,,54435198,"       (2024 HF)",N,23.66,0.2496,1.607,1.206,10.78,0.4838,744,2.04,0.196,AMO
,,54435199,"       (2024 HG)",N,27.28,0.3216,1.334,0.905,29.37,0.6394,563,1.54,0.00128,APO
,,54435201,"       (2024 HJ)",Y,21.00,0.8168,1.224,0.224,15.60,0.7275,495,1.35,0.00513,APO
,,54435202,"       (2024 HL)",N,26.57,0.6536,1.847,0.640,7.66,0.3928,917,2.51,0.0109,APO
,,54435203,"       (2024 HM)",N,24.10,0.1855,0.9602,0.782,13.71,1.048,344,0.941,0.0928,ATE
,,54435204,"       (2024 HN)",N,24.34,0.3311,1.554,1.040,13.67,0.5087,708,1.94,0.0505,AMO
,,54435205,"       (2024 HO)",N,28.82,0.5135,1.873,0.911,1.20,0.3844,937,2.56,0.000196,APO
,,54435206,"       (2024 HP)",Y,21.48,0.4749,1.936,1.017,6.50,0.3658,984,2.69,0.0354,APO
,,54435207,"       (2024 HQ)",N,29.42,0.2720,1.26,0.917,4.25,0.6968,517,1.41,0.00158,APO
,,54435208,"       (2024 HR)",N,24.55,0.2272,1.345,1.039,32.78,0.6319,570,1.56,0.0486,AMO
,,54435537,"       (2024 HS)",N,25.96,0.1421,1.195,1.025,10.12,0.7544,477,1.31,0.0498,AMO
,,54435538,"       (2024 HT)",N,25.43,0.3745,0.8023,0.502,9.38,1.371,263,0.719,0.0406,ATE
,,54435539,"       (2024 HU)",N,23.80,0.6809,1.795,0.573,13.10,0.41,878,2.4,0.00429,APO
,,54435540,"       (2024 HV)",N,24.56,0.6225,1.705,0.644,5.34,0.4427,813,2.23,0.0403,APO
,,54435541,"       (2024 HW)",N,22.29,0.4352,1.74,0.983,39.76,0.4295,838,2.29,0.209,APO
,,54435732,"       (2024 HX)",N,27.38,0.2628,1.112,0.820,11.80,0.8407,428,1.17,0.00237,APO
,,54435948,"       (2024 HY)",N,23.67,0.3202,0.7927,0.539,14.04,1.397,258,0.706,0.00627,ATE
,,54435949,"       (2024 HZ)",N,28.69,0.2322,1.017,0.781,5.70,0.9606,375,1.03,0.00168,APO
,,54435950,"       (2024 HB1)",N,24.91,0.0343,1.111,1.073,10.75,0.8416,428,1.17,0.102,AMO
,,54436402,"       (2024 HF1)",N,25.78,0.3290,0.9363,0.628,7.29,1.088,331,0.906,0.0078,ATE
,,54436401,"       (2024 HG1)",N,21.61,0.6144,1.11,0.428,24.12,0.8423,427,1.17,0.0772,APO
,,54436400,"       (2024 HH1)",N,22.24,0.3104,1.346,0.928,27.16,0.6315,570,1.56,0.156,APO
,,54437048,"       (2024 HJ1)",N,20.59,0.3749,0.8234,0.515,9.67,1.319,273,0.747,0.0647,ATE
,,54437395,"       (2024 HK1)",N,25.46,0.2293,1.263,0.974,13.04,0.6942,519,1.42,0.00323,APO
,,54437981,"       (2024 HL1)",N,25.97,0.5660,2.102,0.912,9.35,0.3234,1.11e+03,3.05,0.00244,APO
,,54438014,"       (2024 HO1)",N,23.95,0.5866,1.61,0.665,5.55,0.4826,746,2.04,0.0402,APO
,,54438015,"       (2024 HP1)",N,24.39,0.4750,1.771,0.930,5.33,0.4182,861,2.36,0.0322,APO
,,54438016,"       (2024 HQ1)",N,28.34,0.3791,1.628,1.011,0.30,0.4743,759,2.08,0.00195,APO
,,54438504,"       (2024 HR1)",N,23.08,0.5167,2.232,1.079,15.92,0.2955,1.22e+03,3.34,0.0724,AMO
,,54438501,"       (2024 HS1)",N,24.04,0.3710,1.729,1.087,26.93,0.4337,830,2.27,0.113,AMO
,,54438503,"       (2024 HT1)",N,24.52,0.6473,2.104,0.742,3.37,0.3229,1.11e+03,3.05,0.00124,APO
,,54438502,"       (2024 HU1)",N,26.19,0.1862,1.14,0.927,19.05,0.8101,444,1.22,0.00311,APO
,,54438505,"       (2024 HV1)",N,26.12,0.4419,1.774,0.990,8.91,0.4173,863,2.36,0.00746,APO
,,54438506,"       (2024 HW1)",N,26.36,0.4372,1.577,0.888,4.71,0.4977,723,1.98,0.000796,APO
,,54438507,"       (2024 HX1)",N,26.58,0.5230,1.093,0.521,5.67,0.863,417,1.14,0.0122,APO
,,54438661,"       (2024 HY1)",N,27.44,0.3420,1.317,0.866,2.46,0.6525,552,1.51,0.00154,APO
,,54438664,"       (2024 HZ1)",N,25.59,0.2611,1.441,1.065,11.12,0.5697,632,1.73,0.0623,AMO
,,54438663,"       (2024 HA2)",N,24.39,0.5353,2.355,1.094,1.80,0.2727,1.32e+03,3.61,0.0831,AMO
,,54438665,"       (2024 HB2)",N,22.94,0.4928,2.414,1.224,3.15,0.2627,1.37e+03,3.75,0.22,AMO
,,54438666,"       (2024 HC2)",N,22.95,0.5351,1.683,0.782,14.11,0.4515,797,2.18,0.0317,APO
,,54438667,"       (2024 HD2)",N,25.59,0.1255,1.231,1.076,12.58,0.7218,499,1.37,0.0707,AMO
,,54438668,"       (2024 HE2)",N,26.08,0.5358,1.94,0.901,6.07,0.3647,987,2.7,0.00859,APO
,,54438670,"       (2024 HF2)",N,26.54,0.2709,1.162,0.847,9.67,0.787,457,1.25,0.0171,APO
,,54438669,"       (2024 HG2)",N,24.74,0.1645,1.299,1.085,12.89,0.6661,540,1.48,0.0803,AMO
,,54438671,"       (2024 HK2)",N,25.71,0.5822,1.265,0.528,2.93,0.6929,520,1.42,0.00898,APO
,,54438672,"       (2024 HL2)",N,25.74,0.4463,1.198,0.663,1.44,0.7518,479,1.31,4.28e-05,APO
,,54438675,"       (2024 HM2)",N,24.21,0.7859,2.085,0.447,2.96,0.3273,1.1e+03,3.01,0.00837,APO
,,54438674,"       (2024 HN2)",N,24.88,0.4234,1.769,1.020,6.36,0.4188,860,2.35,0.034,AMO
,,54438673,"       (2024 HO2)",N,29.47,0.4088,0.7359,0.435,5.63,1.561,231,0.631,0.00106,ATE
,,54439134,"       (2024 HP2)",N,26.35,0.1533,1.213,1.027,0.84,0.7381,488,1.34,0.0137,AMO
,,54439135,"       (2024 HQ2)",N,23.15,0.5135,1.334,0.649,4.47,0.6396,563,1.54,0.0717,APO
,,54439137,"       (2024 HS2)",N,23.83,0.1974,1.107,0.889,12.39,0.8457,426,1.17,0.0336,APO
,,54439315,"       (2024 HX2)",N,26.22,0.3764,1.62,1.011,18.50,0.4778,753,2.06,0.0265,APO
,,54439316,"       (2024 HY2)",N,21.25,0.5845,1.344,0.559,38.00,0.6323,569,1.56,0.389,APO
,,54439318,"       (2024 HZ2)",N,25.12,0.6217,2.379,0.900,3.98,0.2687,1.34e+03,3.67,0.0153,APO
,,54439319,"       (2024 HA3)",N,23.23,0.4810,2.097,1.088,17.10,0.3247,1.11e+03,3.04,0.0884,AMO
,,54439421,"       (2024 HB3)",N,23.90,0.2647,1.434,1.054,15.15,0.5741,627,1.72,0.137,AMO
,,54439424,"       (2024 HC3)",N,19.66,0.3331,1.884,1.257,35.58,0.3811,945,2.59,0.315,AMO
,,54439428,"       (2024 HE3)",N,24.98,0.2851,1.56,1.115,5.94,0.506,711,1.95,0.112,AMO
,,54440302,"       (2024 HE5)",N,23.98,0.3632,1.763,1.123,4.46,0.4211,855,2.34,0.118,AMO
,,54440322,"       (2024 HW5)",N,23.39,0.9296,2.018,0.142,6.04,0.3438,1.05e+03,2.87,0.0301,APO
,,54441082,"       (2024 HN7)",N,22.27,0.4889,2.134,1.091,5.12,0.3161,1.14e+03,3.12,0.0954,AMO
,,54439314,"       (2024 JA)",N,23.30,0.2153,1.504,1.180,27.14,0.5342,674,1.85,0.237,AMO
